"area","key","es-SP"
"search","notFollowingMessage","Cuando siga una organización sin fines de lucro, se le mantendrá al día sobre sus actividades y eventos. Para seguir una organización, haga clic en el botón de búsqueda, encuentre una organización que le interese, y haga clic en Seguir."
"search","notFollowingMessage","Cuando sigue una organización se mantiene al tanto de sus actividades y eventos. Para seguir una organización, haga clic en el botón Buscar, encuentre una organización que le interese y haga clic en Seguir."
"search","notFollowingTitle","Usted no está siguiendo ninguna organización"
"search","notSupportedMessage","Aquí encontrará una lista de las organizaciones que usted ha apoyado en el pasado, ya sea como voluntario, donando, o de alguna otra manera. Encuentre más haciendo clic en Buscar y encuentre una organización que desee ayudar."
"search","notSupportedTitle","Usted no ha apoyado ninguna de las organizaciones"
"search","nowFollowing","Ahora sigue a"
"search","npoType","Tipo NPO"
"search","ntee","Categoría NTEE"
"search","orgContactEmail","E-mail de contacto de la organización"
"search","orgName","Nombre de la organización"
"search","orgNotInDatabase","Si la organización no está en la base de datos"
"search","recordsPanelMessageCannotComplete","Somos incapaces de completar su búsqueda en este momento, por favor intente más tarde."
"search","recordsPanelMessageNoResults","Su búsqueda  ha dado 0 resultados"
"search","recordsPanelMessageResultsHere","Los resultado de su búsqueda aparecerán aquí ..."
"search","requestAMatch","Registre una donación"
"search","searchByOrg","Buscar por el EIN de la organización"
"search","searchByOrg","Buscar por la identificación de registro de la organización"
"search","searchCommon","Buscar"
"search","searchDatePlaceholder","MM/DD/AAAA HH: MM AM/PM"
"search","searchDonatePlaceholder","Para hacer una donación, por favor elija un destinatario - Buscar por nombre, ubicación o EIN"
"search","searchForNPO","Buscar una organización..."
"search","searchForNPO","Buscar una organización"
"search","searchForNPOElig","Buscar por una organización en la lista de organizaciones elegibles"
"search","searchForNPOElig","Buscar una organización de entre la lista de organizaciones elegibles"
"search","searchForUser","Buscar un compañero de trabajo"
"search","searchLocationPlaceholder","Calle, Ciudad, Estado y Código Postal"
"search","searchOneWord","Busque por una palabra en lugar de dos o viceversa Ejemplo: ""Bancodealimentos"" vs. ""Banco de Alimentos"""
"search","searchOneWord","Busque una palabra en lugar de dos, o viceversa. Ejemplo:  Bancoalimentos vs. Banco alimentos"
"search","searchPlaceholder","Buscar por nombre, localidad o identificación de registro"
"search","searchPlaceholder","Búsqueda por nombre, ubicación o EIN"
"search","searchUserPlaceholder","Búsqueda por nombre"
"search","searchVolunteerPlaceholder","Para seleccionar una organización, buscar por nombre, ubicación o EIN"
"search","searchVolunteerPlaceholder","Para seleccionar una organización, busque por el nombre, localidad o identificación de registro"
"search","searchVolunteerPlaceholder","Para seleccionar una organización, busque por nombre, ubicación o NIE"
"search","searchVolunteers","Los voluntarios de la búsqueda"
"search","selectNPOForProject","Seleccione una organización para este proyecto - buscar por nombre, ubicación o EIN"
"search","selectNPOForProject","Seleccione una organización para este proyecto - Busque por nombre, localidad, identificación de registro"
"search","selectNPOForProject","Seleccione una organización para este proyecto - busque por nombre, ubicación o NIE"
"search","sort","Clasificar"
"search","stillCantFindOrg","¿Todavía no puede encontrar a su organización? Es posible que su organización no existe en DonateWell porque no se encuentra en la lista del IRS Business Master File. No se preocupe, el equipo de soporte de DonateWell puede trabajar con usted para añadir a su organización a la base de datos. Solo necesitamos un poco de información para poder comenzar. Si no posee una cuenta DonateWell, "
"search","stillCantFindOrg2","para crear una. Si ya dispone de una cuenta,"
"search","stillCantFindOrg3","para identificar la categoría de su organización y averiguar acerca del papeleo que necesitaremos que usted nos envíe."
"search","streetCityStateCountry","Calle, Ciudad, Estado y País"
"search","unFollow","Sin seguir"
"search","whenSearching","Cuando busque una organización es importante recordar que DonateWell utiliza la información del archivo del IRS para su verificación. Si tiene problemas para encontrar una organización haga lo siguiente"
"search","whenSearching","Durante la búsqueda de una organización, es importante recordar que DonateWell utiliza la información archivada con el IRS para su verificación. Si usted está teniendo problemas para localizar una organización intente lo siguiente"
"signin","errorMsg1","Nombre de usuario o contraseña incorrecta, por favor, inténtelo de nuevo."
"signin","forgotPwd","¿Olvidó su contraseña?"
"signin","loginNameLabel","Correo electrónico"
"signin","nonprofitWelcomeText","Cree su cuenta, declare su organización, vea programas y gestione solicitudes. ¡Comience hoy!"
"signin","nonprofitWelcomeText","Cree su cuenta, reclame su organización, revise los programas, y gestione las solicitudes. ¡Empiece hoy mismo!"
"signin","pwdLabel","Contraseña"
"signin","registrationCheckEmail1","Se envió un correo electrónico de verificación a la dirección que usted ofreció con instrucciones para completar su registro."
"signin","registrationCheckEmail2","Puede tardar algunos minutos para llegar, así que revise su bandeja de entrada y nos vemos dentro de poco."
"signin","registrationCheckEmail3","Si no ve el correo electrónico, revise su carpeta de spam o haga clic a continuación y probaremos a enviarlo de nuevo."
"signin","registrationThankYou","¡Gracias por registrarse!"
"signin","resendRegistrationEmail","Reenviar E-mail de registro"
"signin","returnToSignin","Regresar a página de inicio de sesión"
"signin","signUpLink","Registrarse"
"signin","ssoLink","Inicio de sesión SSO"
"signin","submitButton","Ingresar"
"signin","welcome","Bienvenidos"
"signup","downloadWaiver","Descargar Renuncia"
"signup","forgotPwd","¿Olvidó su contraseña?"
"signup","loginNameLabel","Correo electrónico"
"signup","pageTitle","Registrarse"
"signup","pwdLabel","Contraseña"
"signup","signInLink","Ingresar"
"signup","submitButton","Ingresar"
"templates","accessCode","Código de acceso:"
"templates","addedToReviewCommitteeBody","Recientemente usted fue incorporado como miembro del <%- committeeName %> para ayudar en la revisión de solicitudes presentadas para financiamiento. Gracias por su cooperación en esta tarea. Para ver las solicitudes asignadas a este comité para su revisión, inicie sesión en el portal y explore las pestañas Subvención y Revisión.<br><br><a href='<%- portalURLs[recipient.rel] %>'><%- portalURLs[recipient.rel] %></a><br><br>"
"templates","addedToReviewCommitteeSub","Usted fue agregado al Comité de revisión."
"templates","advisedDonationAmt","Monto de la donación asesorada:"
"templates","advisedDonationOrg","Organización de donación asesorada de DonateWell:"
"templates","autoLogBody","Su tarea como voluntario, <%- assignmentName %>, para el proyecto, <%- projectName %>, registró en forma automática <%- autoHours %> horas para cada uno de los voluntarios asociados."
"templates","autoLogSub","<%- assignmentName %>: Horas registradas automáticamente"
"templates","autoRegisteredBody","Usted fue agregado por <%- employee %> como voluntario para el siguiente proyecto.<br><br><strong>Programa:</strong> <%- programName %><br><strong>Proyecto:</strong> <%- projectName %><br><strong>Líderes: </strong><%- leaders.join(',') %><br><strong>Horario: </strong><%- startDate %> - <%- endDate %><br><strong>Ubicación:</strong> <%- location %>"
"templates","autoRegisteredSub","<%- projectName %> Registro"
"templates","budgetDepletingBody","El presupuesto de su programa está cerca de acabarse. El presupuesto relacionado con este programa necesitará más fondos o el programa se cancelará una vez que alcance un saldo de $0.<br><br>Programa: <%- programName %><br>Presupuesto original del programa: <%- programBudget %><br>Umbral: <%- budgetThreshold %><br>Presupuesto remanente: <%- remainingBudget %>"
"templates","budgetDepletingSub","Los fondos del presupuesto del programa se están acabando"
"templates","cancelProjectBody","<%- projectName %> fue cancelado por el coordinador."
"templates","cancelProjectSub","<%- projectName %> fue cancelado."
"templates","charitableGiftAmt","Monto de la donación benéfica:"
"templates","closing","<%- companyName %><br><%- defaultSender %>"
"templates","collabInviteBody","Usted fue invitado por <%- inviter %> para colaborar en la solicitud de una subvención para <%- orgName %> para el programa de subvención <%- programName %>.<br><br>Tenga en cuenta que la solicitud solo podrá ser editada por una persona a la vez. Si más de una persona intenta editar la solicitud al mismo tiempo, correrá el riesgo de perder datos.<br><br>Usted puede ver y editar la solicitud en la siguiente URL:<br><a href='<%- applicationURL %>'><%- applicationURL %></a>"
"templates","collabInviteSub","Invitación para colaborar en una solicitud de subvención"
"templates","congratulationsGreeting","¡Felicitaciones <%- rec.name %>!"
"templates","coordinatorAddedBody","Usted fue agregado como coordinador del proyecto <%- projectName %>. Inicie sesión en el portal para ver información sobre este proyecto y/o realizar cambios."
"templates","coordinatorAddedSub","<%- projectName %>"
"templates","dear","Estimado/a <%- recipient.name %>:"
"templates","donationReceipt","Recibo de donación"
"templates","donationThankYou1","Tenga en cuenta que el Servicio de Impuestos Internos (IRS) exige que usted conserve esta carta como recibo para confirmar su donación benéfica."
"templates","donationThankYou2","Gracias por su donación a <%- orgName %>. ¡Su participación fortalece a la comunidad de donaciones de <%- companyName %>!"
"templates","donationThankYou3","Su donación de $<%- donationAmount %> fue procesada por DonateWell y fue asignada en beneficio de <%- orgName %>. DonateWell otorgará estos fondos como donación a <%- orgName %>. Consulte nuestros Términos de Servicio para obtener más información."
"templates","donationThankYou4","Conforme a los requisitos del IRS respecto de las contribuciones benéficas, DonateWell manifiesta que no ha provisto a usted bienes o servicios o beneficios quid pro quo (tangibles o intangibles) en contraprestación por su donación benéfica.<br><br>Usted recibe este correo electrónico transaccional como recibo de su donación a través de <%- companyName %> y Good Done Great. Si tiene preguntas o necesita asistencia, visite nuestro Centro de Soporte."
"templates","donationThankYouSub","Gracias por su donación"
"templates","donorAdvisedFundSponsor","Patrocinador del fondo asesorado por donantes:"
"templates","donorName","Nombre del donante:"
"templates","grantProgram","Programa de subvención:"
"templates","groupInviteAcceptedBody","Usted fue aceptado en el grupo: <strong><%- groupName %></strong>."
"templates","groupInviteAcceptedSub","Invitación a grupo aceptada"
"templates","groupInviteBody","<%- inviter %> lo ha invitado a unirse al grupo <%- groupName %>."
"templates","groupInviteeAccepted","Su invitación a <%- inviteeName %> para el grupo <%- groupName %> fue aceptada por el invitado."
"templates","groupInviteSub","Invitación para unirse a <%- groupName %>"
"templates","invitationToApplyBody","<%- companyName %> lo invita a participar en el programa de subvenciones <%- programName %>. Haga clic en el siguiente enlace para iniciar sesión en nuestro portal y ver el programa. Una vez que inicie sesión, comience el proceso de solicitud y haga clic en 'Solicitar'. Se le pedirá que ingrese el código de acceso que aparece más abajo para continuar con el proceso."
"templates","invitationToProjectBody","Usted fue invitado por <%- inviter %> para ser voluntario en <strong><%- projectName %></strong>. Inicie sesión en el portal de empleados para registrarse en esta fantástica oportunidad: <a href='<%- signupURL[recipient.rel] %>'>Regístrese aquí</a>"
"templates","invitationToProjectSub","Invitación para participar en <%- projectName %>"
"templates","inviteApplicantSubject","Invitación de solicitud"
"templates","logHoursBody","Gracias por ofrecerse como voluntario para <%- projectName %>. Si aún no lo ha hecho, inicie sesión en el portal utilizando el siguiente enlace y registre sus horas en este proyecto."
"templates","logHoursSub","<%- projectName %>"
"templates","login","Inicio de sesión"
"templates","loginColon","Iniciar sesión:"
"templates","loiApprovedBody","¡Felicidades! Su carta de intención de solicitud fue aprobada para el programa de subvenciones <%- programName %>. Visite nuestro portal para solicitantes utilizando el siguiente enlace antes del plazo de entrega de <%- requestDeadline %> para completar y enviar su solicitud completa.<br><br><a href='<%- portalURL %>'><%- portalURL %></a><br><br>Si durante cualquier momento del proceso de solicitud usted tiene preguntas, no dude en contactarnos en la siguiente dirección."
"templates","loiApprovedSub","Carta de intención aprobada"
"templates","loiDeclinedBody","Gracias por enviar su carta de intención para el programa de subvenciones <%- programName %>. Lamentamos informarle que usted no fue aprobado para enviar la solicitud completa de: <%- requestName %>.<br><br>Lo invitamos a leer nuestros lineamientos para proyectos de subvenciones y volver a presentar una solicitud en el futuro. Si tiene preguntas, no dude en contactarnos en la siguiente dirección."
"templates","loiDeclinedSub","Carta de intención rechazada"
"templates","loiDueBody","Este mensaje es para informarle que se acerca el plazo de presentación de su carta de intención (LOI) para <%- programName %>. Asegúrese de completar su LOI antes del <%- loiDueDate %>. Si usted no completa su solicitud en tiempo, esta será marcada como incompleta y usted no será considerado para una subvención."
"templates","loiDueSub","Se acerca el plazo de presentación de la LOI para<%- programName %> LOI"
"templates","loiReceivedBody","Gracias por enviar una carta de intención a <%- companyName %> para el programa de subvenciones <%- programName %>. Revisaremos su solicitud y le informaremos su estado. No dude en contactarnos en cualquier momento si tiene alguna pregunta."
"templates","loiReceivedSub","Carta de intención recibida"
"templates","matchPaymentApprovedBody","Su solicitud para igualar el monto de $<%- paymentAmt %> para la organización <%- orgName %> fue aprobada y el pago ha sido programado."
"templates","matchPaymentApprovedSub","Solicitud para igualar donación aprobada"
"templates","matchPaymentFulfilledBody","Su pago de $<%- paymentAmount %> para igualar la donación fue realizado para <%- orgName %>."
"templates","matchPaymentFulfilledSub","Pago para igualar donación completado"
"templates","matchPaymentRejectedBody","Su solicitud de $<%- paymentAmount %> para igualar la donación para <%- orgName %> fue rechazada."
"templates","matchPaymentRejectedSub","Solicitud para igualar donación rechazada"
"templates","matchSubmitted","Gracias por presentar esta solicitud para igualar una donación. Una vez que la solicitud haya sido revisada, usted recibirá más información sobre su estado. Esto puede demorar hasta 30 días."
"templates","matchSubmittedSubject","Solicitud recibida"
"templates","maxParticipantsBody","¡Bien hecho! Su proyecto de voluntariado, <%- projectName %>, que inicia el <%- startDate %> tiene una tarea que ha alcanzado el número máximo de voluntarios. Asegúrese de informar los detalles del proyecto a sus voluntarios."
"templates","maxParticipantsSub","¡Un proyecto que usted coordina está completo!"
"templates","notificationOnlySender","Tenga en cuenta que: Este correo electrónico fue enviado desde una dirección de notificación que no acepta correos electrónicos entrantes. No responda este mensaje."
"templates","orgContact","Contacto de la organización:"
"templates","programColon","Programa:"
"templates","progressRptDueBody","Usted tiene un informe de progreso pendiente para <%- programName %>. Procure completar y presentar su informe de progreso antes del <%- dueDate %>."
"templates","progressRptDueSub","Informe de progreso pendiente"
"templates","progressRptPastDueBody","Nuestros registros indican que su informe de progreso de <%- requestName %> con plazo el <%- dueDate %> ha vencido. Esperamos con ansias que nos mantenga al tanto sobre el éxito de su proyecto/programa. Presente su informe de progreso lo antes posible."
"templates","progressRptPastDueSub","Informe de progreso vencido"
"templates","progressRptSubmittedBody","Recibimos su informe de progreso presentado el <%- submitDate %> sobre la subvención otorgada el <%- awardDate %> para el programa <%- programName %>. Gracias por presentar la información en las fechas correspondientes."
"templates","progressRptSubmittedSub","Informe de progreso recibido"
"templates","projectApprovedBody","¡Su proyecto de voluntariado, <%- projectName %>, fue aprobado y está abierto para que se inscriban voluntarios! Inicie sesión en el portal para agregar sus tareas, invitar voluntarios y más. Usted también puede utilizar este sitio para realizar un seguimiento de sus voluntarios, supervisar las listas de espera e ingresar las horas de los voluntarios después del evento."
"templates","projectApprovedSub","Proyecto propuesto aprobado"
"templates","projectDeclinedBody","Lamentamos informarle que su proyecto, <%- projectName %>, no fue aprobado. Recibirá detalles adicionales del administrador del programa sobre los detalles de este rechazo. Gracias por su interés; lo invitamos a continuar utilizando el Sitio web de Voluntariado de Empleados para proponer más proyectos en el futuro."
"templates","projectDeclinedSub","Proyecto propuesto rechazado"
"templates","projectLeaders","Líder(es) del proyecto:"
"templates","projectRegistrationBody","¡Su registro fue confirmado! ¡Lea a continuación y visite nuevamente el <a href='<%- portalURL[recipient.rel] %>'>Sitio de voluntariado</a> para obtener más información sobre su proyecto!"
"templates","projectRegistrationSub","Registro confirmado"
"templates","projectStartDate","Fecha de inicio del proyecto:"
"templates","projectStartingBody","Su proyecto de voluntariado, <%- projectName %>, está programado para iniciar el <%- startDate %>. Asegúrese de haber revisado todo lo necesario para el proyecto y de haberlo informado a sus voluntarios."
"templates","projectStartingSub","Un proyecto que usted coordina comenzará pronto..."
"templates","projectStartingVolBody","El proyecto, <% projectName %>, está programado para iniciar el <%- startDate %>. Asegúrese de haber revisado todo lo necesario para el proyecto. Se puede acceder a la página del proyecto a través del siguiente enlace."
"templates","projectStartingVolSub","Un proyecto del que usted es voluntario comenzará pronto..."
"templates","projectSuggestionApprovedSub",""
"templates","projectSuggestionReceivedBody","¡Gracias por proponer un nuevo Proyecto de voluntariado! Su proyecto, <%- projectName %>, aguarda revisión y aprobación. Pronto le informaremos su estado."
"templates","projectSuggestionReceivedSub","Propuesta de proyecto recibida"
"templates","projectWaitlistBody","Su proyecto, <%- projectName %>, con fecha de inicio <%- startDate %> ha alcanzado su capacidad máxima y presenta voluntarios en lista de espera. Visite el portal de Voluntariado para Empleados utilizando el siguiente enlace para administrar a sus voluntarios. Le informaremos si se liberan vacantes en su proyecto."
"templates","projectWaitlistSub","Un proyecto que usted coordina presenta lista de espera..."
"templates","pwdResetBody","Recibimos una solicitud para restablecer su contraseña. La contraseña temporal que utilizará para iniciar sesión es:<br><%- tempPassword %><br><br><a href='<%- signinURL %>'>Iniciar sesión</a>"
"templates","pwdResetSub","<%- companyName %> Solicitud para restablecer contraseña"
"templates","registerWaitlistedBody","Gracias por coordinar el proyecto de voluntariado: <%- projectName %>.<br><br>Se han liberado vacantes en su proyecto debido a la cancelación de uno de sus participantes. Le recordamos que hay miembros del equipo en lista de espera para su proyecto. Vuelva a visitar el portal de voluntariado para agregar a colegas de trabajo desde su lista de espera. Recibirán una notificación por correo electrónico que les informará que han sido agregados como voluntarios al proyecto."
"templates","registerWaitlistedSub","Registrar voluntarios en lista de espera - <%- projectName %>"
"templates","requestAwardedBody","Nos complace informarle que la siguiente solicitud, <%- requestName %>, fue sido aprobada por el monto de $<%- parseFloat(awardAmount).toFixed(2) %>. Visite nuestro portal para ver su adjudicación y completar cualquier documento necesario."
"templates","requestDeclinedBody","Lamentamos informarle que no podremos financiar su solicitud, <%- requestName %> para el programa de subvención <%- programName %> en este momento. No dude en contactarnos si tiene alguna pregunta. Agradecemos el apoyo de su comunidad local."
"templates","requestDueBody","Este correo electrónico es para informarle que se acerca el plazo de presentación de <%- programName %>. Asegúrese de completar su solicitud antes del <%- requestDueDate %>. Si usted no completa su solicitud en tiempo, esta será marcada como incompleta y usted no será considerado para una subvención."
"templates","requestDueSub","Se acerca el plazo de presentación de la solicitud para <%- programName%>"
"templates","requestIncompleteBody","Su solicitud, <%- requestName %>, no se completó y presentó en el plazo con fecha <%- requestDeadline %> para el programa de subvenciones <%- programName %> y por ello fue cerrada y marcada como incompleta. Considere presentar una solicitud nuevamente durante nuestro próximo ciclo para este programa. No dude en contactarnos en cualquier momento si tiene alguna pregunta."
"templates","requestReopenedBody","Su solicitud, <%- requestName %>, se abrió nuevamente porque se necesita información adicional. Revise los siguientes requisitos:<br><br><%- comments %><br><br>Utilice el siguiente enlace para ver esta solicitud en el portal.<br><a href='<%- requestURL[recipient.rel] %>'><%- requestURL[recipient.rel] %></a>"
"templates","requestToJoinBody","<%- requester %> ha solicitado unirse al grupo <%- groupName %>."
"templates","requestToJoinSub","Solicitud para unirse a <%- groupName %>"
"templates","reviewAssignedBody","Usted fue designado para revisar la siguiente solicitud para el programa de subvención <%- programName %>:<br><br><strong>Nombre:</strong> <%- requestName %><br><% if(applicants.length > 0){ %><strong>Solicitante(s)</strong> <%- applicants.join(', ') %><br><% } %><br>Inicie sesión en el portal utilizando el siguiente enlace para ver todas las aplicaciones que le fueron asignadas para su revisión.<br><a href='<%- portalURL[recipient.rel] %>'><%- portalURL[recipient.rel] %></a>"
"templates","reviewAssignedSub","Revisión asignada"
"templates","reviewsDueBody","Usted tiene solicitudes asignadas para su revisión que se encuentran incompletas. Complete estas revisiones lo antes posible de modo que podamos tomar una decisión informada respecto al financiamiento de estas solicitudes."
"templates","reviewsDueSub","Solicitudes asignadas a usted para su revisión"
"templates","sincerely","Atentamente,"
"templates","spaceAvailableBody","¡Gracias por tomarse el tiempo para coordinar el proyecto <%- projectName %>! Se han liberado vacantes en su proyecto y tiene voluntarios en lista de espera. Visite el portal de voluntariado para empleados utilizando el siguiente enlace para administrar a sus voluntarios."
"templates","spaceAvailableSub","Un proyecto que usted coordina tiene vacantes abiertas..."
"templates","submittedRequestBody","Gracias por presentar una solicitud a <%- companyName %> para el programa de subvención <%- programName %>. Revisaremos su solicitud y le informaremos su estado. No dude en contactarnos en cualquier momento si tiene alguna pregunta."
"templates","submittedRequestSub","Solicitud recibida"
"templates","suggestedOrgBody","Gracias por proponer la incorporación de <%- orgName %> en la base de datos de DonateWell. Enviamos un mensaje a <%- orgName %>, <%- orgEmail %> para que la organización siga algunos pasos a fin comenzar el proceso de incorporación en nuestra base de datos. Una vez que sea incorporada, podrá recibir donaciones."
"templates","suggestedOrgSub","Organización propuesta confirmada"
"templates","thankCoordinatorBody","¡Gracias por tomarse el tiempo para coordinar el proyecto <%- projectName %>! Recuerde visitar el portal, donde podrá registrar las horas de sus voluntarios y registrar horas de otros voluntarios que participaron en el proyecto."
"templates","thankCoordinatorSub","¡Gracias por su coordinación!"
"templates","thankYou","Gracias,"
"templates","thankYouMakingADifference","¡Gracias por marcar una diferencia en nuestra comunidad!"
"templates","toNextApproverBody","<%- previousApprover %> ha aprobado la solicitud, <%- requestName %> y usted es la siguiente persona en la ruta de aprobación. Inicie sesión en el portal y revise esta solicitud en cuanto le sea posible."
"templates","toNextApproverSub","Solicitud lista para su revisión"
"templates","toPreviousApproverBody","<%- previousApprover %> ha devuelto la solicitud, <%- requestName %> para que usted la revise nuevamente. Inicie sesión en el portal para ver los comentarios y revisar esta solicitud en cuanto le sea posible."
"templates","toPreviousApproverSub","Solicitud devuelta a usted"
"templates","verifyBody","Gracias por registrarse; haga clic en el siguiente enlace o péguelo para verificar su dirección de correo electrónico.<br><br><a href='<%- verifyURL %>'><%- verifyURL %></a>"
"templates","verifySub","Bienvenido a <%- companyName %>"
"templates","volEligibilityBody","Es posible que sea elegible para solicitar una subvención de voluntariado según el tiempo que haya sido voluntario en <%- orgName %>. Usted puede solicitar esta subvención desde el portal para empleados en cualquier momento antes que finalice el año fiscal."
"templates","volEligibilityClosing","¡Gracias por dedicar su valioso tiempo a nuestra comunidad!"
"templates","volEligibilitySub","Elegibilidad para subvenciones de voluntariado"
"templates","volGrantAcceptedBody","Gracias por enviar una <%- volorboard.toLowerCase() %> solicitud de subvención en nombre de <%- orgName %> por el monto de <%- vAmount %>. Hemos aprobado su <%- volorboard.toLowerCase() %> solicitud de subvención. Si tiene más preguntas, contáctenos. ¡Gracias por dedicar su valioso tiempo a nuestra comunidad!"
"templates","volGrantAcceptedSub","<%- volorboard %> Subvención aceptada"
"templates","volGrantDeclinedBody","Gracias por enviar una <%- volorboard.toLowerCase() %> solicitud de subvención en nombre de <%- orgName %> por el monto de <%- vAmount %>. Lamentablemente, hemos rechazado su <%- volorboard.toLowerCase() %> solicitud de subvención."
"templates","volGrantDeclinedClosing","Si tiene más preguntas, contáctenos. ¡Gracias por dedicar su valioso tiempo a nuestra comunidad!"
"templates","volGrantDeclinedSub","<%- volorboard %> Subvención rechazada"
"templates","volGrantSubmittedBody","Gracias por enviar una <%- volorboard.toLowerCase() %> solicitud de subvención en nombre de <%- orgName %> por el monto de <%- vAmount %>. Recibimos su solicitud y lo contactaremos para hacerle saber nuestra decisión a la brevedad."
"templates","volGrantSubmittedSub","<%- volorboard %> Solicitud de subvención recibida"
"templates","volHoursConfirmedBody","Gracias por ofrecerse como voluntario para <%- projectName %> por <%- hours %> horas. Valoramos su esfuerzo y compromiso con nuestra comunidad."
"templates","volHoursConfirmedSub","¡Gracias por ofrecerse como voluntario!"
"templates","volMatchBody","Gracias por expresar su interés en <%- oppName %>. El contacto de la Organización se comunicará con usted para ofrecerle más instrucciones. Consulte el mensaje enviado a continuación:<br><br><%- messageBody %>"
"templates","volMatchSub","Confirmación de interés de Volunteer Match"
"templates","volunteer","Voluntario:"
"templates","volunteerProject","Proyecto del voluntario:"
"templates","waitlistedBody","Gracias por registrarse para participar <%- projectName %>. Lamentablemente, ya no hay vacantes. Sin embargo, ahora está en una lista de espera. En caso de que se libere una vacante, el líder del proyecto lo agregará a este. Si se confirma su participación, le enviaremos un correo electrónico. ¡Gracias por ayudar a marcar una diferencia en su comunidad local!"
"templates","waitlistedSub","Agregado a la lista de espera de <%- projectName %>"
"templates","waitlistRegisteredBody","¡Se ha liberado una vacante en el proyecto de voluntariado <%- projectName %> y usted ya no está lista de espera! ¡Vea los detalles del proyecto que se indican continuación y visite el sitio para voluntarios para obtener más información sobre su proyecto de voluntariado!"
"templates","waitlistRegisteredSub","Registro para <%- projectName %>"
"templates","welcomeApplicantBody","Se ha creado una nueva cuenta para usted en el portal de solicitantes de subvención de <%- companyName %>. Para iniciar sesión, visite el siguiente enlace e inicie sesión utilizando su dirección de correo electrónico.<br><br><a href='<%- signinURL %>'><%- signinURL %></a><br><br>Su contraseña temporal es: <%- tempPassword %>"
"templates","welcomeReviewerBody","Se ha creado una cuenta para que usted revise las solicitudes de subvención."
"templates","welcomeSub","Bienvenido a <%- companyName %>"
"templates","yourRequestTo","Su solicitud para <%- companyName %>"
"tooltip","editPickListOptions","Editar las Opciones de la Lista de Selecciones"
"tooltip","noPhysicalLocation","Al tildar esta casilla usted declara que el proyecto no tiene una ubicación física."
"tooltip","postProjectSurvey","Tilde esta casilla para participar en una encuesta acerca de su experiencia de voluntariado."
"tooltip","showAllVirtual","Mostrar todos los proyectos virtuales"
"volunteer","addCause","Añadir Causa"
"volunteer","addCoordinator","Añadir Coordinador"
"volunteer","addHours","agregar horas"
"volunteer","addingSuccessful","Voluntarios agregados satisfactoriamente"
"volunteer","addingVolunteers","Agregar voluntarios"
"volunteer","addSkill","Añadir Habilidad"
"volunteer","addTooltip","Seleccione gente para añadir al proyecto. Esto evita las invitaciones y automáticamente registra a estos participantes para el proyecto."
"volunteer","addVolunteers","agregar voluntarios"
"volunteer","admin","Admin"
"volunteer","ageRestricted","Edad Restringida"
"volunteer","allAssignments","Todas las asignaciones"
"volunteer","altAmountForEach","Por favor confirme su donación"
"volunteer","amountForEach","Introduzca la cantidad que desea donar:"
"volunteer","approved","Aprobado"
"volunteer","areYouSureCancel","¿Seguro que desea cancelar su registro?"
"volunteer","areYouSureSignUp","¿Seguro que deseas inscribirse?"
"volunteer","assignEndStart","La fecha de finalización no puede ser anterior o igual a la fecha de inicio."
"volunteer","assignment","Asignación"
"volunteer","assignments","Asignaciones"
"volunteer","assignProjectEnd","La fecha de finalización de la Tarea no puede ser posterior a la fecha de finalización del Proyecto."
"volunteer","assignProjectStart","La fecha de inicio de la Tarea no puede ser anterior a la fecha de inicio del Proyecto."
"volunteer","attachWaiver","Adjunte la planilla de renuncia o consentimiento"
"volunteer","attributes","Atributos"
"volunteer","autologHelp","El número ingresado a continuación representa las horas que se registrarán automáticamente cuando la Tarea finalice."
"volunteer","autologHours","Horas de registro automático"
"volunteer","autoRegister","Autorregistrar Invitados"
"volunteer","autoRegister","Registrar automáticamente invitados"
"volunteer","availableGrantAmount","Monto total de la donación disponible"
"volunteer","availableHours","Horas disponibles"
"volunteer","birthdate","Fecha de Nacimiento"
"volunteer","boardAlreadyRequested","Subvención solicitada para esta Organización"
"volunteer","boardDatePassed","No es aplicable"
"volunteer","boardError","Hubo un error al crear su registro de participación en la junta."
"volunteer","boardGrantRecordCreated","El registro de la Beca de la Junta ha sido creado exitosamente."
"volunteer","boardGrantRecordCreating","Creando su registro de Beca de la Junta…"
"volunteer","boardGrants","Subvenciones de la Junta"
"volunteer","boardHoursNeeded1","Usted no cumple con la cantidad de horas requeridas necesarias para solicitar una Beca de la Junta. Para enviar una Beca de la Junta, usted necesita ser voluntario."
"volunteer","boardHoursNeeded2","más hora(s) con la organización anterior."
"volunteer","boardRequest","Solicitar una Beca de la Junta"
"volunteer","cancelProject","Cancelar proyecto"
"volunteer","cancelProjectHelper","Una vez cancelado, un proyecto no puede volver a activarse."
"volunteer","cancelProjectRegistration","Cancelar registro de proyectos"
"volunteer","cancelProjectText","cancelar este proyecto."
"volunteer","cause","causa"
"volunteer","causes","Causas"
"volunteer","check_boxes","Casillas de verificación"
"volunteer","checkBoxes","Casillas de verificación"
"volunteer","clearProgram","Borrar Programa"
"volunteer","contactOrg","Contactar a la Organización"
"volunteer","coordAgree","Al marcar esta casilla usted acuerda coordinar este proyecto."
"volunteer","coordinatorName","Nombre del coordinador"
"volunteer","coordinators","Coordinadores"
"volunteer","couldNotContactOrg","No se pudo contactar a la organización"
