area,key,de-DE
rules,startsWith,{source} beginnt mit {value}
rules,theAnswerTo,Die Antwort auf {question}
rules,theCurrentUsersName,Der aktuelle Benutzername
rules,theCurrentUsersType,Der aktuelle Benutzertyp
rules,thisIsHiddenBecause,Dies ist aus einem oder mehreren Gründen ausgeblendet:
rules,thisIsInvalidBecause,Dies ist aus einem oder mehreren Gründen ungültig:
rules,thisIsReadOnlyBecause,Dies ist aus einem oder mehreren Gründen schreibgeschützt:
search,adminEmail,Administrators E-Mail
search,cantFind,Können Sie nicht finden was Sie suchen?
search,cantFindOrg,Können Sie Ihre Organisation in den Ergebnissen nicht sehen?
search,checkAbbreviations,Suchen Sie nach Abkürzungen. Suchen Sie zum Beispiel nach 'Fa' anstelle von 'Firma'
search,contactOrgAdmin,"Der Administrator der Organisation wird 'DonateWell' kontaktieren müssen, um der Datenbank hinzugefügt zu werden. Mit dem untenstehenden ausgefüllten Formular können Sie ihnen mitteilen, dass sie mögliche Spenden verpassen"
search,doubleCheck,Überprüfen Sie die Schreibweise
search,donateNowButton,Jetzt spenden
search,enterYourQuestionHere,Geben Sie hier Ihre Frage ein
search,filter,Filter
search,followButton,Folgen
search,following,Folgen
search,globalSearchPlaceholder,Suche nach einer Organisation
search,myOrganizations,Meine Organisation
search,nonprofitFocus,Organisations-Fokus
search,notFollowing,Sie folgen nicht mehr
search,notFollowingMessage,"Wenn Sie einer Organisation folgen, werden Sie über deren Aktivitäten und Veranstaltungen auf dem Laufenden gehalten. Um einer Organisation zu folgen, klicken auf den Such-Button; haben Sie die Organisation, die Sie interessiert gefunden, klicken Sie auf Folgen."
search,notFollowingTitle,Sie folgen keiner Organisation.
search,notSupportedMessage,"Hier finden Sie eine Liste der Organisationen, die Sie in der Vergangenheit unterstützt haben, entweder mit ehrenamtlicher Mitarbeit oder mit Spenden oder auf eine andere Art. Beteiligen Sie sich noch heute - klicken Sie auf Suchen und finden Sie eine Organisation, der Sie helfen möchten."
search,notSupportedTitle,Sie haben keine Organisation unterstützt
search,nowFollowing,Sie folgen jetzt
search,orgName,Name der Organisation
search,orgNotInDatabase,Wenn sich die Organisation nicht in der Datenbank befindet
search,recordsPanelMessageCannotComplete,"Wir sind leider nicht in der Lage, derzeit Ihre Suche abzuschließen; versuchen Sie es bitte später noch einmal."
search,recordsPanelMessageNoResults,Ihre Suche ergab 0 Ergebnisse
search,recordsPanelMessageResultsHere,Ihre Suchergebnisse werden hier erscheinen ...
search,requestAMatch,Zeichnen Sie ein Spende auf
search,searchDatePlaceholder,MM/TT/JJJJ HH:MM Vormittags/Nachmittags
search,searchOneWord,Suchen mit einem Wort anstelle von zwei oder umgekehrt. Zum Beispiel:  'Foodbank' anstelle von 'Food Bank'. 'Food Bank' anstelle von 'Foodbank'
search,searchByOrg,Suchen Sie eine Organisation nach ihrer Steuer-ID.
search,searchCommon,Suchen
search,searchForNPO,Suche nach einer Organisation
search,searchForUser,Suche nach einem Mitarbeiter
search,searchLocationPlaceholder,"Straße, Stadt, Land und Postleitzahl"
search,searchPlaceholder,"Suchen Sie nach Name, Ort oder Steuer-ID."
search,searchUserPlaceholder,Suche nach Name
search,searchDonatePlaceholder,"Wählen Sie bitte einen Empfänger für Ihre Spende - suchen sie nach Name, Ort oder Steuer-ID."
search,searchVolunteerPlaceholder,"Um eine Organisation zu wählen, suchen Sie nach Name, Ort oder Steuer-ID."
search,searchVolunteers,Suche nach Freiwilligen
search,selectNPOForProject,"Wählen Sie eine Organisation für dieses Projekt - suchen Sie nach Name, Ort oder Steuer-ID."
search,sort,Sortieren
search,streetCityStateCountry,"Straße, Stadt, Land und Staat"
search,unFollow,Nicht mehr folgen
search,whenSearching,"Wenn nach einer Organisation gesucht wird, ist es wichtig daran zu denken, dass 'DonateWell' beim Finanzamt hinterlegte Informationen für die Überprüfung benutzt. Wenn Sie Schwierigkeiten bei der Suche nach einer Organisation haben, probieren Sie Folgendes"
search,checkAbbreviations,"Überprüfen Sie Abkürzungen. Beispiel: Suchen Sie nach ""Co"" anstatt ""County"""
search,globalSearchPlaceholder,Suche nach einer Organisation …
search,noEligibleOrgsFound,"Es gibt keine berechtigten Organisationen, die mit Ihrem Suchbegriff übereinstimmen. Versuchen Sie es mit einem anderen Begriff oder sehen Sie sich unten alle berechtigten Organisationen unten an."
search,notFollowingMessage,"Wenn Sie einer gemeinnützigen Organisation folgen, werden Sie über deren Aktivitäten und Veranstaltungen auf dem Laufenden gehalten. Um einer Organisation zu folgen, klicken Sie auf den Suche-Button, finden eine Organisation, die Sie interessiert und klicken auf Folgen."
search,orgContactEmail,Kontakt-E-Mail der Organisation
search,searchOneWord,"Suchen Sie nach einem Wort anstelle von zwei Wörtern oder umgekehrt. Beispiel:  ""Foodbank"" vs. ""Food Bank"""
search,searchForNPO,Suchen Sie nach einer Organisation
search,searchForNPOElig,Suchen Sie nach einer Organisation in der Liste der berechtigten Organisationen
search,searchVolunteerPlaceholder,"Um eine Organisation auszuwählen, suchen Sie nach dem Namen, dem Ort oder der EIN"
search,selectNPOForProject,"Wählen Sie für dieses Projekt eine Organisation aus - Suchen Sie nach dem Namen, dem Ort oder der EIN"
search,whenSearching,"Wenn Sie nach einer Organisation suchen, ist es wichtig zu bedenken, dass DonateWell gespeicherte Informationen verwendet, um mit dem Finanzamt zu verifizieren. Falls Sie Probleme haben, eine Organisation ausfindig zu machen, versuchen Sie das Folgende"
search,add,Hinzufügen
search,addAnOrg,Eine Organisation hinzufügen
search,additionalDetails,Zusätzliche Details
search,addOrg,Organisation hinzufügen
search,addOrgInstructions,"Bitte klicken Sie unten auf den Button ""Organisation hinzufügen"", um das Formular auszufüllen, mit dem Sie Ihre Organisation der Datenbank hinzufügen."
search,address1,Adresszeile 1
search,address2,Adresszeile 2
search,cantFind,"Sie können nicht finden, was Sie suchen?"
search,classId,Klassifizierungs-ID
search,classification,Klassifizierung
search,classType,"NTTE-Kategorie, Organisationstyp"
search,contactName,Vor- und Nachname
search,datepickerPlaceholder,MM/TT/JJJ HH:MM
search,donateNowButton,Jetzt spenden
search,ein,Registrierungs-ID
search,ein,Registrierungs-ID
search,myOrganizations,Meine Organisationen
search,ngoName,Nicht-Regierungsorganisation/Organisationsname
search,npoType,Art der gemeinnützigen Organisation
search,ntee,NTEE-Kategorie
search,searchByOrg,Nach der Registrierungs-ID der Organisation suchen
search,searchForNPOElig,Nach einer Organisation auf der Liste er berechtigten Organisationen suchen
search,searchPlaceholder,"Suche nach Name, Standort oder Registrierungs-ID"
search,searchVolunteerPlaceholder,"Um eine Organisation auszuwählen, suchen Sie nach Name, Standort oder Registrierungs-ID"
search,selectNPOForProject,"Wählen Sie für dieses Projekt eine Organisation aus - Suche nach Name, Standort, Registrierungs-ID"
search,stillCantFindOrg,"Können Sie Ihre Organisation immer noch nicht finden? Es ist möglich, dass Ihre Organisation bei DonateWell im Moment nicht existiert, weil Sie in der IRS-Business-Masterdatei nicht aufgeführt ist! Aber keine Sorge, das DonateWell-Supportteam kann mit Ihnen zusammen Ihre Organisation der Datenbank hinzufügen. Wir brauchen nur ein paar Informationen, um damit zu beginnen. Falls Sie keine DonateWell-Konto haben, "
search,stillCantFindOrg2," um eins zu erstellen. Falls Sie bereits ein Konto haben, "
search,stillCantFindOrg3," um Ihre Organisationskategorie zu identifizieren und herauszufinden, welche Unterlagen Sie uns senden müssen. "
signin,errorMsg1,"Benutzername oder Passwort verkehrt, probieren Sie es bitte erneut."
signin,forgotPwd,Passwort vergessen?
signin,loginNameLabel,E-Mail
signin,nonprofitWelcomeText,"Richten Sie Ihr Konto ein, nennen Sie Ihre Organisation, sehen Sie sich die Programme an und verwalten Sie die Anfragen. Beginnen Sie noch heute!"
signin,pwdLabel,Passwort
signin,signUpLink,Registrieren
signin,submitButton,Anmelden
signin,welcome,Herzlich willkommen
signin,nonprofitWelcomeText,"Erstellen Sie ein Konto, beanspruchen Sie Ihre Organisation, sehen Sie sich Programmen und verwalten Sie Anträge. Fangen Sie heute an!"
signin,registrationCheckEmail1,"Eine Verifizierungs-E-Mail wurde an die von Ihnen zur Verfügung gestellte E-Mail-Adresse gesendet. Diese beinhalteten Anweisungen, wie Sie Ihre Registrierung abschließen können."
signin,registrationCheckEmail2,"Es kann ein paar Minuten dauern, bis Sie die E-Mail erhalten, also überprüfen Sie Ihren Posteingang und wir sehen Sie dort in Kürze."
signin,registrationCheckEmail3,"Falls Sie die E-Mail nicht sehen, überprüfen Sie Ihren Spam-Ordern oder klicken Sue unten und wir werden sie erneut senden."
signin,registrationThankYou,"Danke, dass Sie sich registriert haben!"
signin,resendRegistrationEmail,Registrierungs-E-Mail erneut senden
signin,returnToSignin,Zur Anmeldeseite zurückkehren
signup,downloadWaiver,Verzichtserklärung herunterladen
signup,pageTitle,Registrieren
signup,signInLink,Anmelden
signup,forgotPwd,Passwort vergessen?
signup,submitButton,Anmelden
signup,loginNameLabel,E-Mail
signup,pwdLabel,Passwort
templates,accessCode,Zugangscode:
templates,addedToReviewCommitteeBody,"Sie wurden vor kurzem bei <%= committeeName %> als Mitglied hinzugefügt, um beim Prüfen von Förderungsanträgen zu helfen. Danke, dass Sie auf diese Weise helfen. Um Anfragen anzusehen, die diesem Komitee zur Prüfung zugwiesen wurden, melden Sie sich bitte beim Portal an und gehen Sie zur Förderung un dann zum Tab ""Prüfen"".<br><br><a href='<%= portalURLs[recipient.rel] %>'><%= portalURLs[recipient.rel] %></a><br><br>"
templates,addedToReviewCommitteeSub,Sie wurden zu einem Prüfungskomitee hinzugefügt
templates,advisedDonationAmt,Empfohlener Spendenbetrag:
templates,advisedDonationOrg,Empfohlene DonateWell-Spendenorganisation:
templates,budgetDepletingBody,"Ihr Programm-Budget ist fast aufgebraucht. Das Budget für dieses Programm benötigt mehr Geld oder das Programm wird geschlossen, wenn das Budget einen Stand von 0 $ erreicht. <br><br>Programm: <%= programName %><br>Ursprüngliches Programm-Budget: <%= programBudget %><br>Grenzwert: <%= budgetThreshold %><br>Verbleibendes Budget: <%= remainingBudget %>"
templates,budgetDepletingSub,Geld für Programm-Budget begrenzt
templates,cancelProjectBody,<%= projectName %> wurde vom Koordinator abgebrochen.
templates,cancelProjectSub,<%= projectName %> wurde abgebrochen
templates,charitableGiftAmt,Gemeinnütziger Spendenbetrag:
templates,closing,<%= companyName %><br><%= defaultSender %>
templates,collabInviteBody,"Sie wurden von <%= inviter %> eingeladen, um am Förderantrag für <%= orgName %> für das <%= programName %>-Förderprogramm teilzunehmen.<br><br>Bitte beachten Sie, dass der Antrag nur jeweils von einer Person bearbeitet werden kann. Wenn mehr als eine Person versucht den Antrag zur gleichen Zeit zu bearbeiten, riskieren Sie, Daten zu verlieren.<br><br>Sie können den Antrag unter folgender URL ansehen und bearbeiten:<br><a href='<%= applicationURL %>'><%= applicationURL[recipient.rel] %></a>"
templates,collabInviteSub,"Einladung, um an einem Förderantrag mitzuarbeiten"
templates,congratulationsGreeting,Glückwunsch <%= rec.name %>!
templates,dear,"Liebe/r <%= recipient.name %>,"
templates,donationReceipt,Spendenbeleg
templates,donationThankYou1,"Bitte beachten Sie, dass das Finanzamt fordert, dass Sie diesen Brief als Beleg aufbewahren, um wohltätiges Geschenk zu belegen."
templates,donationThankYou2,Danke für Ihre Spende an <%= orgName %>. Durch Ihre Teilnahme ist die <%= companyName %>-Spendengemeinde stark!
templates,donationThankYou3,"Ihre Spende in Höhe von $<%= donationAmount %> wurde von DonateWell verbeitet und zugunsten von <%= orgName %> gutgeschrieben. DonateWell wird dieses Geld als Spende an <%= orgName %> gewähren. Bitte sehen Sie sich unsere Servicebedingungen an, um weitere Informationen zu erhalten."
templates,donationThankYou4,"In Übereinstimmung mit den Anforderungen des Finanzamtes für Spendenbeiträge, bestätigt DonateWell, dass keine Waren oder Dienstleistungen oder noch Vorteile durch Gegenleistungen (materiell oder immatriell) an Sie durch DonateWell zur Verfügung gestellt wurden, unter Berücksichtigung Ihres Spendenbeitrags.<br><br>Sie erhalten diese Transaktions-E-Mail als Beleg Ihrer Spende durch <%= companyName %> und Good Done Great. Falls Sie Fragen haben oder Hilfe brauchen, besuchen Sie bitte das Support-Center."
templates,donationThankYouSub,Danke für Ihre Spende
templates,donorAdvisedFundSponsor,Spendengeld-Sponsor:
templates,donorName,Spendername:
templates,grantProgram,Förderprogramm:
templates,groupInviteAcceptedBody,Sie wurden in folgender Gruppe akzeptiert: <strong><%= groupName %></strong>.
templates,groupInviteAcceptedSub,Gruppeneinladung akzeptiert
templates,groupInviteBody,"<%= inviter %> hat Sie eingeladen, der Gruppe <%= groupName %> beizutreten."
templates,groupInviteSub,"Einladung, um <%= groupName %> beizutreten"
templates,invitationToApplyBody,"<%= companyName %> möchte Sie einladen, sich für das <%= programName %>-Förderprogramm bewerben. Klicken Sie unten auf den Link, um sich bei unserem Portal anzumelden und das Programm anzusehen. Wenn Sie sich angemeldet haben, können Sie mit dem Bewerbungsprozess beginnen, indem Sie auf 'Bewerben' klicken. Sie werden aufgefordert, den Zugangscode einzugeben, der unten angezeigt wird, um den Prozess fortzusetzen."
templates,invitationToProjectBody,"Sie wurden von <%= inviter %> eingeladen, um freiwillig für <strong><%= projectName %></strong> zu arbeiten. Melden Sie sich beim Angestellten-Portal, um sich für diese spannende Gelegenheit zu registrieren: <a href='<%= signupURL[rec.rel] %>'>Hier registrieren</a>"
templates,invitationToProjectSub,Einladung zu Teilnahme an <%= projectName %>
templates,inviteApplicantSubject,Einladung zum Bewerben
templates,login,Login
templates,loginColon,Login:
templates,loiApprovedBody,"Glückwunsch! Ihre Absichtserklärung wurde für das <%= programName %>-Förderprogramm genehmigt. Bitte besuchen Sie unser Bewerberportal, indem Sie den unten stehenden Link vor der Einreichungsfrist am <%= requestDeadline %> nutzen, um Ihren kompletten Antrag auszufüllen und einzureichen.<br><br><a href='<%= portalURL %>'><%= portalURL %></a><br><br>Falls Sie während des Bewerbungsprozesses Fragen haben, kontaktieren Sie uns bitte unter der unten angezeigten Adresse."
templates,loiApprovedSub,Absichtserklärung genehmigt
templates,loiDeclinedBody,"Danke, dass Sie die Absichtserklärung für das <%= programName %>-Förderprogramm eingreicht haben. Leider müssen wir Ihnen mitteilen, dass Sie nicht zugelassen wurden, um einen kompletten Antrag für folgende Anfrage einzureichen: <%= requestName %>.<br><br>Wir möchten Sie ermutigen, unsere Richtlinie für das Förderprogramm zu lesen und sich in Zukunft erneut zu bewerben. Falls Sie Fragen haben, kontaktieren Sie uns bitte unter der unten angezeigten Adresse."
templates,loiDeclinedSub,Absichtserklärung abgelehnt
templates,loiDueBody,"Mit dieser Nachricht möchten wir Ihnen mitteilen, dass die Frist für die Einreichung Ihrer Absichtserklärung für <%= programName %> bald abläuft. Bitte stellen Sie sicher, dass Sie Ihre Absichtserklärung bis zum <%= loiDueDate %> einreichen. Falls Sie die Bewerbung nicht rechtzeitig einreichen, wird diese als unvollständig gekennzeichnet und Sie werden für die Förderung nicht berücksichtigt."
templates,loiDueSub,Frist für <%= programName %>-Absichtserklärung läuft ab
templates,loiReceivedBody,"Danke, dass Sie Ihre Absichtserklärung an <%= companyName %> für das <%= programName %>-Förderprogramm eingereicht haben. Wir werden Ihre Anfrage prüfen und Sie über den Status benachrichtigen. Bitte zögern Sie nicht uns zu kontaktieren, falls Sie Fragen haben."
templates,loiReceivedSub,Absichtserklärung erhalten
templates,matchPaymentApprovedBody,Ihre Anpassungsanfrage über <%= paymentAmt %> $ für die Organisation <%= orgName %> wurde genehmigt und die Zahlung wurde vorgemerkt.
templates,matchPaymentApprovedSub,Anpassungsanfrage genehmigt
templates,matchPaymentFulfilledBody,Ihre Anpassungsanfrage über den Betrag in Höhe von <%= paymentAmount %> $ wurde für <%= orgName %> erfüllt.
templates,matchPaymentFulfilledSub,Anpassungsanfrage erfüllt
templates,matchPaymentRejectedBody,Ihre Anpassungsanfrage über <%= paymentAmount %> $ für <%= orgName %> wurde abgelehnt.
templates,matchPaymentRejectedSub,Anpassungsanfrage abgelehnt
templates,notificationOnlySender,"Bitte beachten: Diese E-Mail-Nachricht wurde von einer E-Mail-Adresse gesendet, die nicht überwacht wird und kann keine eingehenden E-Mails akzeptieren. Bitte antworten Sie nicht auf diese Nachricht."
templates,orgContact,Organisationskontakt:
templates,programColon,Programm:
templates,progressRptDueBody,"Ein Fortschrittsbericht ist fällig für <%= programName %>. Bitte planen Sie ein, den Fortschrittsbericht vor dem <%= dueDate %> abzuschließen und einzureichen."
templates,progressRptDueSub,Fortschrittsbericht fällig
templates,progressRptPastDueBody,"Unsere Einträge zeigen an, dass Ihr Fortschrittsbericht für <%= requestName %> am <%= dueDate %> fällig war. Wir freuen uns über Ihren Erfolg/Ihr Programm zu hören. Bitte reichen Sie den Fortschrittsbericht so schnell wie möglich ein."
templates,progressRptPastDueSub,Fortschrittsbericht überfällig
templates,progressRptSubmittedBody,"Wir haben Ihren Fortschrittsbericht erhalten, der am <%= submitDate %> eingreicht wurde, der über Ihre Förderung berichtet, die Ihnen am <%= awardDate %> für das <%= programName %>-Programm zugesprochen wurde. Danke, dass Sie diese Informationen rechtzeitig eingereicht haben."
templates,progressRptSubmittedSub,Fortschrittsbericht erhalten
templates,projectApprovedBody,"Ihr Freiwilligen-Projekt, <%= projectName %>, wurde genehmigt und Freiwillige können sich registrieren! Bitte melden Sie sich beim Portal an, um Ihre Aufgaben hinzuzufügen, Freiwillige einzuladen und mehr. Sie können diese Seite außerdem verwenden, um Ihre Freiwilligen zu verfolgen, Wartelisten zu überwachen und Stunden für die Freiwillige eingeben, die dem Event folgen."
templates,projectApprovedSub,Vorgeschlagenes Projekt genehmigt
templates,projectDeclinedBody,"Leider müssen wir Ihnen mitteilen, dass Ihr Projekt, <%= projectName %>, nicht genehmigt wurde. Sie werden zusätzliche Details vom Programm-Administrator bezüglich der Ablehnung erhalten. Danke für Ihr Interesse und wir möchten Sie ermutigen, die Freiwilligen-Webseite für Angestellte weiterhin zu verwenden, um weitere Projekte vorzuschlagen."
templates,projectDeclinedSub,Vorgeschlagenes Projekt abgelehnt
templates,projectLeaders,Projektleiter:
templates,projectRegistrationBody,"Ihre Registrierung wurde bestätigt! Unten finden Sie weitere Details und sehen Sie sich die <a href='<%= portalURL[rec.rel] %>'>Freiwilligen-Seite</a> an, um weitere Informationen über Ihr Freiwilligen-Projekt zu erhalten!"
templates,projectRegistrationSub,Registrierung bestätigt
templates,projectStartDate,Anfangsdatum des Projektes
templates,projectStartingBody,"Ihr Freiwilligen-Projekt, <%= projectName %>, beginnt am <%= startDate %>. Bitte stellen Sie sicher, dass Sie alles überprüft haben, das für das Projekt notwendig ist und den Freiwilligen mitgeteilt haben."
templates,projectStartingSub,"Ein Projekt, dass Sie koordinieren, beginnt bald …"
templates,projectStartingVolBody,"Das Projekt, <% projectName %>, beginnt am <%= startDate %>. Bitte stellen Sie sicher, dass Sie alles überprüft haben, das für das Projekt notwendig ist. Auf die Projektseite kann über den unten stehenden Link zugreifen."
templates,projectStartingVolSub,"Ein Projekt, für das Sie sich freiwillig gemeldet haben, beginnt bald …"
templates,projectSuggestionApprovedSub,Vorgeschlagenes Projekt genehmigt
templates,projectSuggestionReceivedBody,"Danke, dass Sie ein neues Freiwilligenprojekt vorgeschlagen haben. Ihr Projekt, <%= projectName %>, wartet auf Prüfung und Genehmigung. Wir werden Sie bald über den Status benachrichtigen. "
templates,projectSuggestionReceivedSub,Projektvorschlag erhalten
templates,pwdResetBody,Wir haben eine Anfrage zum Zurücksetzen Ihres Passworts erhalten. Das temporäre Passwort zum Anmelden lautet:<br><%= tempPassword %><br><br><a href='<%= signinURL %>'>Anmelden</a>
templates,pwdResetSub,<%= companyName %> Anfragen zum Zurücksetzen des Passworts
templates,registerWaitlistedBody,"Danke, dass Sie folgendes Freiwilligen-Projekt koordinieren: <%= pojectName %>.<br><br>Es ist ein Platz in Ihrem Projekt wegen der Absage eines Teilnehmers frei geworden. Wir möchten Sie daran erinnern, dass sich Team-Mitglieder auf der Wartelist Ihres Projektes befinden. Bitte besuchen Sie das Freiwilligen-Portal, um Kollegen auf der Warteliste hinzuzufügen. Sie werden eine Benachrichtigung per E-Mail erhalten, in der sie informiert werden, dass sie dem Projekt als Freiwillige hinzugefügt wurden."
templates,registerWaitlistedSub,Freiwillige auf der Warteliste registrieren - <%= projectName %>
templates,requestAwardedBody,"Wir freuen uns, Ihnen mitteilen zu können, dass die folgende Anfrage, <%= requestName %>, über den Betrag in Höhe von von <%= awardAmount %> genehmigt wurde. Bitte gehen Sie zum Portal, um Ihren Zuschlag zu sehen und benötigte Dokumente einzureichen."
templates,requestDeclinedBody,"Leider müssen wir Ihnen mitteilen, dass wir Ihre Anfrage <%= requestName %>, für das <%= programName %>-Förderprogramm dieses Mal nicht fördern konnten. Bitte zögern Sie nicht uns zu kontaktieren, falls Sie Fragen haben. Wir wissen Ihre Unterstützung Ihrer lokalen Gemeinde zu schätzen."
templates,requestDueBody,"Mit dieser Nachricht möchten wir Ihnen mitteilen, dass die Einreichungsfrist für <%= programName %> bald abläuft. Bitte stellen Sie sicher, dass Sie Ihre Bewerbung voor dem <%= requestDueDate %> abschließen. Falls Sie Ihre Bewerbung nicht rechtzeitig einreichen, wird Ihre Bewerbung als unvollständig markiert und Sie werden für eine Förderung nicht berücksichtigt."
templates,requestDueSub,<%= programName%>Anfragefrist läuft bald ab
templates,requestIncompleteBody,"Ihre Anfrage, <%= requestName %>, wurde nicht abgeschlossen und bis zum Ablauf der Frist am <%= requestDeadline %> für das <%= programName %>-Förderprogramm eingereicht und wurde deshalb geschlossen und als unvollständig markiert. Bitte ziehen Sie in Betracht sich während des nächsten Zyklus für dieses Programm erneut zu bewerben. Bitte kontaktieren Sie uns jederzeit, falls Sie Fragen haben."
templates,requestReopenedBody,"Ihre Anfrage, <%= requestName %>, wurde erneut eröffnet, weil zusätzliche Informationen benötigt werden. Bitte überprüfen Sie diese Anforderungen unten:<br><br><%= comments %><br><br>Bitte nutzen Sie den folgenden Link, um diese Anfrage im Portal anzusehen.<br><a href='<%= requestURL[recipient.rel] %>'><%= requestURL[recipient.rel] %></a>"
templates,requestToJoinBody,"<%= requester %> hat angefragt, der Gruppe <%= groupName %> beizutreten."
templates,requestToJoinSub,"Anfrage, um <%= groupName %> beizutreten"
templates,reviewAssignedBody,"Ihnen wurde die Prüfung der folgenden Bewerbung für das <%= programName %>-Förderprogramm zugewiesen:<br><br><strong>Name:</strong> <%= requestName %><br><strong>Bewerber</strong> <%= applicants.join(', ') %><br><br>Bitte melden Sie sich beim Portal an, indem Sie den folgenden Link nutzen, um alle zugewiesenen Bewerbungen sehen, die Sie prüfen sollen.<br><a href='<%= portalURL[recipient.rel] %>'><%= portalURL[recipient.rel] %></a>"
templates,reviewAssignedSub,Prüfung zugewiesen
templates,reviewsDueBody,"Sie haben Anfragen, die Ihnen zur Prüfung zugewiesen wurden, die unvollständig sind. Bitte schließen Sie diese Prüfungen so schnell wie möglich ab, damit wir eine informierte Entscheidung treffen können, ob diese Anfragen finanziert werden sollen."
templates,reviewsDueSub,Anfragen zur Prüfung zugewiesen
templates,sincerely,Mit freundlichen Grüßen
templates,submittedRequestBody,"Danke, dass Sie eine Anfrage an <%= companyName %> für die <%= programName %>-Förderung eingereicht haben. Wir werden Ihre Anfrage prüfen und Sie über den Status benachrichtigen. Bitte kontaktieren Sie uns jederzeit, falls Sie Fragen haben."
templates,suggestedOrgBody,"Danke, dass Sie vorgeschlagen haben, dass <%= orgName %> unserer DonateWell-Datenbank hinzugefügt wird. Eine Nachricht wurde an <%= orgName %>, <%= orgEmail %> gesendet, die Anweisungen für die Organisation enthält, um den Prozess zu beginnen, der Datenbank hinzugefügt zu werden. Wenn die Organisation hinzugefügt wurde, kann sie Spenden erhalten."
templates,suggestedOrgSub,Organisationsvorschlag bestätigt
templates,thankYou,"Danke, "
templates,thankYouMakingADifference,"Danke, dass Sie in Ihrer Gemeinde einen Unterschied machen!"
templates,toNextApproverBody,"<%= previousApprover %> hat die Anfrage <%= requestName %> genehmigt und Sie sind die nächste Person im Genehmigungsweg. Bitte melden Sie sich beim Portal an, um diese Anfrage bei der nächsten Gelegenheit zu prüfen."
templates,toNextApproverSub,Anfrage fertig für Ihre Prüfung
templates,toPreviousApproverBody,"<%= previousApprover %> hat die Anfrage <%= requestName %> zurückgegeben, damit Sie diese weiter prüfen können. Bitte melden Sie sich beim Portal an, um Kommentare zu sehen und diese Anfrage bei der nächsten Gelegenheit zur prüfen."
templates,toPreviousApproverSub,Anfrage an Sie zurückgegeben
templates,verifyBody,"Danke, dass Sie sich registriert haben. Bitte klicken Sie unten auf den Link oder fügen Sie ihn ein, um Ihre E-Mail-Adresse zu bestätigen.<br><br><a href='<%= verifyURL %>'><%= verifyURL %></a>"
templates,verifySub,Willkommen bei <%= companyName %>
templates,volGrantAcceptedBody,"Danke, dass Sie einen Gremiumsförderantrag im Namen von <%= orgName %> über den Betrag von <%= amountRequested %> $ eingereicht haben. Leider haben wir Ihren Gremiumsförderantrag abgelehnt. Falls Sie weitere Fragen haben, kontaktieren Sie uns bitte. Danke für Ihre wertvolle Zeit, Ihrer Gemeinde zu helfen!"
templates,volGrantAcceptedSub,Gremiumsförderung abgelehnt
templates,volunteer,Freiwilliger:
templates,volunteerProject,Freiwilligenprojekt
templates,waitlistedBody,"Danke, dass Sie sich für die Teilnahme an <%= projectName %> registriert haben. Leider sind keine Plätze mehr verfügbar. Sie wurden jedoch auf die Warteliste gesetzt. Wenn ein Platz verfügbar wird, werden Sie dem Projekt durch den Projektleiter hinzugefügt. Falls Sie als Teilnehmer bestätigt werden, erhalten Sie eine E-Mail. Danke, dass Sie helfen, in Ihrer lokalen Gemeinde einen Unterschied zu machen."
templates,waitlistedSub,<%= projectName %>-Warteliste hinzugefügt
templates,waitlistRegisteredBody,"Ein Platz ist im <%= projectName %>-Freiwilligenprojekt frei geworden und Sie wurden von der Warteliste registriert! Bitte sehen Sie sich unten die Projektdetails an und besuchen Sie die Freiwilligen-Seite, um weitere Informationen über Ihr Freiwilligenprojekt zu erhalten!"
templates,waitlistRegisteredSub,Registrierung für <%= projectName %>
templates,welcomeApplicantBody,"Für Sie wurde ein neues Konto im <%= companyName %>-Förderantragsportal erstellt. Um sich anzumelden, besuchen Sie bitte den unten stehenden Link und melden Sie sich mit Ihrer E-Mail-Adresse an.<br><br><a href='<%= signinURL %>'><%= signinURL %></a><br><br>Ihr temporäres Passwort lautet: <%= tempPassword %>"
templates,welcomeReviewerBody,"Für Sie wurde ein Konto erstellt, um Förderanträge zu prüfen."
templates,yourRequestTo,Ihre Anfrage an <%= companyName %>
tooltip,editPickListOptions,Optionen für Auswahlliste bearbeiten
tooltip,noPhysicalLocation,"Wenn Sie dieses Kästchen anklicken, geben Sie an, dass das Projekt keinen physischen Standort hat."
tooltip,postProjectSurvey,"Klicken Sie dieses Kästchen an, um an einer Umfrage über Ihre Freiwilligen-Erfahrung teilzunehmen. "
tooltip,showAllVirtual,Alle virtuellen Projekte anzeigen
volunteer,addCause,Ursache hinzufügen
volunteer,addCoordinator,Koordinator hinzufügen
volunteer,addSkill,Fähigkeit hinzufügen
volunteer,ageRestricted,Altersbeschränkung
volunteer,altAmountForEach,Bestätigen Sie bitte Ihre Beihilfe von
volunteer,amountForEach,Tragen Sie bitte den Betrag Ihrer Beihilfe ein:
volunteer,areYouSureCancel,"Sind Sie sicher, dass Sie Ihre Registrierung stornieren möchten, für"
volunteer,areYouSureSignUp,"Sind Sie sicher, dass Sie sich anmelden möchten für"
volunteer,assignment,Aufgabengebiet
volunteer,assignments,Aufgabengebiet
volunteer,attachWaiver,Fügen Sie eine Verzichts- oder Einverständniserklärung hinzu
volunteer,attributes,Merkmale
