area,key,nl-NL
templates,budgetDepletingSub,Programmabudget raakt op
templates,cancelProjectBody,<%= projectName %> is geannuleerd door de coördinator.
templates,cancelProjectSub,<%= projectName %> is geannuleerd
templates,charitableGiftAmt,Schenkingsbedrag:
templates,closing,<%= companyName %><br><%= defaultSender %>
templates,collabInviteBody,"U bent uitgenodigd door <%= inviter %> om mee te werken aan een toelageaanvraag voor <%= orgName %> ten behoeve van het <%= programName %> toelageprogramma.<br><br>De aanvraag kan slechts door één persoon tegelijkertijd bewerkt worden. Als meerdere personen de aanvraag op hetzelfde moment bewerken, kunnen er gegevens verloren raken. <br><br>U kunt de aanvraag bekijken en bewerken via de volgende URL:<br><a href='<%= applicationURL %>'><%= applicationURL[recipient.rel] %></a>"
templates,collabInviteSub,Uitnodiging om mee te werken aan een toelageaanvraag
templates,congratulationsGreeting,Gefeliciteerd <%= rec.name %>!
templates,dear,"Geachte <%= recipient.name %>,"
templates,donationReceipt,Ontvangstbewijs donatie
templates,donationThankYou1,De IRS vereist dat u deze brief als ontvangstbewijs bewaart voor uw donatie voor liefdadigheid.
templates,donationThankYou2,Bedankt voor uw donatie aan <%= orgName %>. Uw bijdrage maakt de geefcommunity van <%= companyName %> sterk!
templates,donationThankYou3,Uw donatie van $ <%= donationAmount %> ten behoeve van <%= orgName %> is door DonateWell verwerkt. DonateWell zal dit bedrag als donatie aan <%= orgName %> toekennen. Bekijk voor meer informatie onze algemene voorwaarden.
templates,donationThankYou4,"Conform vereisten van de IRS voor schenkingen, bevestigt DonateWell dat er geen goederen of diensten, quid pro quo-voordelen (materieel of immaterieel) aan u zijn geleverd door DonateWell met betrekking tot uw schenking.<br><br> U ontvangt deze transactionele e-mail als ontvangstbewijs voor uw donatie via <%= companyName %> en Good Done Great. Als u vragen hebt of hulp nodig hebt, kunt u ons Ondersteuningscentrum bezoeken."
templates,donationThankYouSub,Bedankt voor uw donatie
templates,donorAdvisedFundSponsor,Donor-advised fund (fonds op naam) sponsor:
templates,donorName,Naam donateur
templates,grantProgram,Toelageprogramma:
templates,groupInviteAcceptedBody,U bent toegelaten tot de groep: <strong><%= groupName %></strong>.
templates,groupInviteAcceptedSub,Groepsuitnodiging geaccepteerd
templates,groupInviteBody,<%= inviter %> nodigt u uit voor de groep <%= groupName %>.
templates,groupInviteSub,Uitnodiging voor <%= groupName %>
templates,invitationToApplyBody,"<%= companyName %> Wil u graag uitnodigen om een aanvraag in te dienen voor het <%= programName %> toelageprogramma. Klik hieronder op de link om in uw portaal in te loggen en het programma te bekijken. Zodra u ingelogd bent kunt u het aanvraagproces beginnen door op ""Aanvragen"" te klikken. Om verder te kunnen in het proces zal u om onderstaande toegangscode gevraagd worden."
templates,invitationToProjectBody,U bent uitgenodigd door <%= inviter %> om vrijwilliger te worden bij <strong><%= projectName %></strong>. Log in het werknemersportaal in om voor deze opwindende kans tin te schrijven: <a href='<%= signupURL[rec.rel] %>'>Hier aanmelden</a>
templates,invitationToProjectSub,Uitnodiging om deel te nemen aan <%= projectName %>Invitation to Participate in <%= projectName %>
templates,inviteApplicantSubject,Uitnodiging om aan te vragen
templates,login,Inloggen
templates,loginColon,Login:
templates,loiApprovedBody,Gefeliciteerd! Uw intentieverklaringsverzoek is goedgekeurd voor het <%= programName %> toelageprogramma. Bezoek ons aanvragersportaal via de link hieronder voordat de uiterste indiendatum is bereikt. Bezoek ons aanvragersportaal via de link hieronder voor de indiendeadline van <%= requestDeadline %> om uw volledige aanvraag te voltooien en in te dienen. <br><br><a href='<%= portalURL %>'><%= portalURL %></a><br><br> Neem als u vragen hebt tijdens het aanvraagproces gerust contact met ons op via het onderstaande adres.
templates,loiApprovedSub,Intentieverklaring goedgekeurd
templates,loiDeclinedBody,Bedankt voor het indienen van uw intentieverklaring voor het <%= programName %> toelageprogramma. Wij moeten u helaas mededelen dat uw intentieverklaring niet is goedgekeurd om een volledige aanvraag in te dienen voor het volgende verzoek: <%= requestName %>.<br><br> Wij moedigen u aan om de richtlijnen voor ons toelageprogramma te lezen en om in de toekomst weer een aanvraag in te dienen. Neem bij vragen gerust contact met ons op via het onderstaande adres.
templates,loiDeclinedSub,Intentieverklaring afgewezen
templates,loiDueBody,"Wij berichten u dat de deadline voor het indienen van uw intentieverklaring voor <%= programName %> dichterbij komt. Zorg ervoor dat u uw uw intentieverklaring afgerond hebt voor <%= loiDueDate %>. Als u uw aanvraag niet op tijd indient, wordt deze als niet complet aangemerkt en zal u niet worden overwogen voor een toelage."
templates,loiDueSub,<%= programName %> Deadline intentieverklaring nabij
templates,loiReceivedBody,Bedankt voor het indienen van een intentieverklaring aan <%= companyName %> voor het <%= programName %> toelageprogramma. We zullen uw verzoek beoordelen en u over de status informeren. Neem bij vragen gerust te allen tijde contact met ons op.
templates,loiReceivedSub,Intentieverklaring ontvangen
templates,matchPaymentApprovedBody,Uw verzoek voor matchen ten bedrage van $ <%= paymentAmt %> voor de organisatie <%= orgName %> is goedgekeurd en de betaling staat gepland.
templates,matchPaymentApprovedSub,Verzoek voor matchende schenking goedgekeurd
templates,matchPaymentFulfilledBody,Uw match-betaling ten bedrage van $<%= paymentAmount %> is voldaan voor <%= orgName %>.
templates,matchPaymentFulfilledSub,Match-betaling voldaan
templates,matchPaymentRejectedBody,Uw verzoek voor het matchen van $<%= paymentAmount %> voor <%= orgName %> is afgewezen.
templates,matchPaymentRejectedSub,Verzoek voor matchen afgewezen
templates,notificationOnlySender,Let op: Dit e-mailbericht werd van een e-mailadres verstuurd dat geen binnenkomende mail accepteert. Stuur dus geen antwoord op dit bericht.
templates,orgContact,Organisatiecontact:
templates,programColon,Programma:
templates,progressRptDueBody,U dient een voortgangsverslag in te dienen voor <%= programName %>. Plan om dit verslag af te ronden en in te dienen vóór <%= dueDate %>.
templates,progressRptDueSub,Voortgangsverslag inleveren
templates,progressRptPastDueBody,Uit onze gegevens blijkt dat uw voortgangsverslag voor <%= requestName %> met inleverdatum van <%= dueDate %> nog niet is ingediend. We vernemen graag over het succes van uw project/programma. Dien uw voortgangsverslag zo spoedig mogelijk in.
templates,progressRptPastDueSub,Voortgangsverslag na inleverdatum
templates,progressRptSubmittedBody,"Wij hebben uw voortgangsverslag ontvangen, ingediend op <%= submitDate %> met een verslag over uw toelage, toegekend op <%= awardDate %> voor het <%= programName %> programma. Bedankt voor het tijdig verstrekken van deze informatie."
templates,progressRptSubmittedSub,Voortgangsverslag ontvangen
templates,projectApprovedBody,"Uw vrijwilligersproject, <%= projectName %>, is goedgekeurd en staat open voor vrijwilligers om zich ervoor aan te melden! Log in het portaal in om uw opdrachten toe te voegen, om vrijwilligers uit te nodigen en meer. U kunt deze site ook gebruiken om uw vrijwilligers te volgen, wachtlijsten in de gaten te houden en na het programma/project uren in te voeren voor de vrijwilligers."
templates,projectApprovedSub,Projectvoorstel goedgekeurd
templates,projectDeclinedBody,"Wij moeten u helaas mededelen dat uw project, <%= projectName %>, niet is goedgekeurd. U zult aanvullende informatie over de afwijzing van de programma-administrateur ontvangen. Bedankt voor uw interesse en we moedigen u aan om de website voor vrijwillig medewerkers te blijven gebruiken om in de toekomst meer projectvoorstellen in te dienen."
templates,projectDeclinedSub,Projectvoorstel afgewezen
templates,projectLeaders,Projectleider(s):
templates,projectRegistrationBody,Uw registratie is bevestigd! Zie hieronder en bekijk de <a href='<%= portalURL[rec.rel] %>'>Vrijwilligerssite</a> voor meer informatie over uw vrijwilligersproject!
templates,projectRegistrationSub,Registratie bevestigd
templates,projectStartDate,Begindatum project:
templates,projectStartingBody,"Uw vrijwilligersproject, <%= projectName %>, staat ingepland om van start te gaan op <%= startDate %>. Zorg ervoor dat u alle benodigdheden hebt voor het project en dat u contact heeft gelegd met uw vrijwilligers."
templates,projectStartingSub,Een project dat u coördineert begint binnenkort...
templates,projectStartingVolBody,Het project <% projectName %> staat ingepland om van start te gaan op <%= startDate %>. Zorg ervoor dat u alle benodigdheden hebt voor het project. De projectpagina kunt u via de onderstaande link bezoeken.
templates,projectStartingVolSub,Een project waar u vrijwilliger voor bent begint binnenkort...
templates,projectSuggestionApprovedSub,Projectvoorstel goedgekeurd
templates,projectSuggestionReceivedBody,"Bedankt voor uw voorstel voor een nieuw vrijwilligersproject! Uw project, <%= projectName %>, is in afwachting van beoordeling en goedkeuring. Wij zullen u binnenkort berichten over de status ervan."
templates,projectSuggestionReceivedSub,Projectvoorstel ontvangen
templates,pwdResetBody,Wij hebben een verzoek ontvangen om uw wachtwoord te resetten. Uw tijdelijke wachtwoord om mee in te loggen is: <br><%= tempPassword %><br><br><a href='<%= signinURL %>'>Aanmelden</a>
templates,pwdResetSub,<%= companyName %> Verzoek om wachtwoord te resetten
templates,registerWaitlistedBody,"Bedankt voor het coördineren van het vrijwilligersproject <%= projectName %>.<br><br>Er is nu ruimte beschikbaar in uw project vanwege een afzegging van en van uw deelnemers. Ter herinnering, u hebt teamleden op een wachtlijst voor uw project. Bezoek het vrijwilligersportaal opnieuw om collega's van uw wachtlijst toe te voegen. Zij zullen een e-mailbericht ontvangen met de melding dat ze als vrijwilliger aan het project zijn toegevoegd."
templates,registerWaitlistedSub,Registreer vrijwilligers van de wachtlijst voor <%= projectName %>
templates,requestAwardedBody,"Wij delen u verheugd mee dat de volgende aanvraag, <%= requestName %>, is goedgekeurd voor het bedrag van <%= awardAmount %>. Ga naar uw portaal om uw toekenning te bekijken en om de eventuele rest van de benodigde documenten te verstrekken."
templates,requestDeclinedBody,"Wij moeten u helaas mededelen dat wij uw aanvraag, <%= requestName %> voor het <%= programName %> toelageprogramma momenteel niet kunnen financieren. Neem gerust contact met ons op als u vragen hebt. Wij stellen uw steun aan uw plaatselijke gemeenschap zeer op prijs."
templates,requestDueBody,"Wij berichten u dat de deadline voor het indienen van aanvragen voor <%= programName %> nadert. Zorg ervoor dat u uw aanvraag voltooit vóór <%= requestDueDate %>. Als u uw aanvraag niet op tijd indient, zal uw aanvraag als niet compleet worden gemarkeerd en zal u niet worden overwogen voor een toelage. "
templates,requestDueSub,<%= programName%> Uiterste indiendatum aanvragen nadert
templates,requestIncompleteBody,"Uw aanvraag, <%= requestName %>, Is niet compleet en ingediend voor de uiterste indiendatum van <%= requestDeadline %> voor het <%= programName %> toelageprogramma, en is daarom gesloten en aangemerkt als niet compleet. U kunt overwegen om in de volgende aanvraagronde voor dit programma uw aanvraag in te dienen. Neem gerust contact met ons op als u vragen en/of opmerkingen hebt."
templates,requestReopenedBody,"Uw aanvraag, <%= requestName %>, is opnieuw geopend omdat er aanvullende informatie benodigd is. Bekijk het verzoek hieronder:<br><br><%= comments %><br><br>Gebruik de volgende link om dit verzoek in het portaal te bekijken. <br><a href='<%= requestURL[recipient.rel] %>'><%= requestURL[recipient.rel] %></a>"
templates,requestToJoinBody,<%= requester %> Verzoekt om lid van de groep <%= groupName %> te worden.
templates,requestToJoinSub,Verzoek tot aansluiting bij <%= groupName %>
templates,reviewAssignedBody,"U hebt de opdracht om de volgende aanvraag te beoordelen voor het <%= programName %> toelageprogramma:<br><br><strong>Naam:</strong> <%= requestName %><br><strong>Aanvrager(s)</strong> <%= applicants.join(', ') %><br><br>Log in het portaal in via de volgende link om alle aanvragers te bekijken die aan u ter beoordeling zijn toegekend.<br><a href='<%= portalURL[recipient.rel] %>'><%= portalURL[recipient.rel] %></a>"
templates,reviewAssignedSub,Beoordeling toegekend
templates,reviewsDueBody,"U hebt aanvragen die aan u ter beoordeling zijn overlegd, waarvan de beoordelingen niet compleet zijn. Voltooi deze beoordelingen zo snel mogelijk zodat we kunnen beslissen over de financiering van deze aanvragen."
templates,reviewsDueSub,Aanvragen ter beoordeling
templates,sincerely,"Hoogachtend,"
templates,submittedRequestBody,Bedankt voor het indienen van een verzoek aan <%= companyName %> voor de <%= programName %> toelage. We zullen uw aanvraag beoordelen en u van de status ervan op de hoogte brengen. Neem bij vragen gerust te allen tijde contact met ons op.
templates,suggestedOrgBody,"Bedankt voor uw suggestie om <%= orgName %> in onze DonateWell database te laten toevoegen. Er is een bericht verstuurd naar <%= orgName %>, <%= orgEmail %> met een aantal stappen die de organisatie dient te volgen om het toevoegproces te starten. Nadat ze zijn toegevoegd zijn ze in staat om donaties te ontvangen."
templates,suggestedOrgSub,Suggestie voor organisatie bevestigd
templates,thankYou,"Bedankt,"
templates,thankYouMakingADifference,Bedankt voor uw steun voor onze community!
templates,toNextApproverBody,"<%= previousApprover %> heeft de aanvraag, <%= requestName %> goedgekeurd en u bent de volgende persoon in het goedkeuringsproces. Log in het portaal in en beoordeel deze aanvraag zo spoedig mogelijk."
templates,toNextApproverSub,Aanvraag klaar voor uw beoordeling
templates,toPreviousApproverBody,"<%= previousApprover %> heeft de aanvraag, <%= requestName %> aan u geretourneerd om verder te beoordelen. Log in het portaal in om eventuele opmerkingen te bekijken en beoordeel deze aanvraag zo spoedig mogelijk."
templates,toPreviousApproverSub,Aanvraag naar u geretourneerd
templates,verifyBody,"Bedankt voor uw registratie. Klik op de link hieronder of plak deze, om uw e-mailadres te verifiëren. <br><br><a href='<%= verifyURL %>'><%= verifyURL %></a>"
templates,verifySub,Welkom bij <%= companyName %>
templates,volGrantAcceptedBody,Bedankt voor het indienen van een aanvraag voor een bestuurstoelage namens <%= orgName %> ten bedrage van $ <%= amountRequested %>. We hebben helaas u aanvraag voor een bestuurstoelage afgewezen. Neem bij vragen gerust contact met ons op. Bedankt voor uw waardevolle tijd voor het dienen van onze community!
templates,volGrantAcceptedSub,Bestuurstoelage afgewezen
templates,volunteer,Vrijwilliger:
templates,volunteerProject,Vrijwilligersproject:
templates,waitlistedBody,"Bedankt voor uw registratie voor deelname aan <%= projectName %>. Er is helaas geen ruimte meer beschikbaar. U bent echter op een wachtlijst geplaatst. Als er ruimte vrijkomt, zult u door de projectleider worden toegevoegd aan het project. Wanneer u als deelnemer bent bevestigd zult u een e-mail ontvangen. Bedankt voor uw steun aan uw plaatselijke gemeenschap."
templates,waitlistedSub,Aan wachtlijst voor <%= projectName %> toegevoegd
templates,waitlistRegisteredBody,Er is een plek vrijgekomen in het <%= projectName %> vrijwilligersproject en u bent geregistreerd vanaf de wachtlijst! Bekijk hieronder de projectdetails en bezoek de vrijwilligerssite voor meer informatie over uw vrijwilligersproject!
templates,waitlistRegisteredSub,Registratie voor <%= projectName %>
templates,welcomeApplicantBody,Er is en nieuw account aangemaakt voor u in het portaal voor aanvragen van toelagen voor <%= companyName %>. Bezoek de link hieronder om in te loggen en log in met behulp van uw e-mailadres. <br><br><a href='<%= signinURL %>'><%= signinURL %></a><br><br>Uw tijdelijke wachtwoord is: <%= tempPassword %>
templates,welcomeReviewerBody,Er is een account voor u aangemaakt om aanvragen voor toelagen te beoordelen.
templates,yourRequestTo,Uw verzoek aan <%= companyName %>
tooltip,editPickListOptions,Keuzelijstmogelijkheden bewerken
tooltip,noPhysicalLocation,Door dit vakje aan te vinken geeft u aan dat het project geen fysieke locatie heeft.
tooltip,postProjectSurvey,Vink dit vakje aan om aan een enquête deel te nemen over uw beleving als vrijwilliger.
tooltip,showAllVirtual,Alle virtuele projecten tonen
volunteer,addCause,Goede doel toevoegen
volunteer,addCoordinator,Cošrdinator toevoegen
volunteer,addSkill,Vaardigheid toevoegen
volunteer,ageRestricted,Minimumleeftijd van toepassing
volunteer,altAmountForEach,Bevestig uw subsidie ten bedrage van
volunteer,amountForEach,Voer het bedrag in dat u wilt toekennen:
volunteer,areYouSureCancel,Weet u zeker dat u uw registratie wilt annuleren voor
volunteer,areYouSureSignUp,Weet u zeker dat u zich wilt aanmelden voor
volunteer,assignment,Opdracht
volunteer,assignments,Opdrachten
volunteer,attachWaiver,Aansprakelijkheidsformulier bijsluiten
volunteer,attributes,Attributen
volunteer,availableGrantAmount,Totaal beschikbaar subsidiebedrag
volunteer,birthdate,Geboortedatum
volunteer,cancelProject,Project annuleren
volunteer,cancelProjectRegistration,Projectregistratie annuleren
volunteer,cause,Goede doel
volunteer,causes,Goede doelen
volunteer,checkBoxes,Aanvinkvakjes
volunteer,creatNewEntry,Nieuw item aanmaken
volunteer,coordinatorName,Naam Cošrdinator
volunteer,coordinators,Cošrdinatoren
volunteer,createdAt,Aangemaakt op
volunteer,createProject,Project aanmaken
volunteer,dateHoursVolunteered,Data en hoeveel uren vrijwilligerswerk
volunteer,defaultAssignment,Standaard opdracht
volunteer,denotesRequiredResponses,Vereist invoerveld.
volunteer,description,Omschrijving
volunteer,dontWorry,"Maakt u zich geen zorgen, we werken eraan. Probeer het later nog eens."
volunteer,editHoursVolunteered,Uren bewerken
volunteer,editHoursVolunteeredDesc,Voer uw nieuwe uren in voor
volunteer,email,E-mailadres
volunteer,eligibleNonprofits,Uw in aanmerking komende organisaties
volunteer,endDateAndTime,Einddatum en -tijd
volunteer,eventInformation,Informatie over het evenement
volunteer,featuredProjects,Uitgelichte projecten
volunteer,filter,Filters
volunteer,firstName,Voornaam
volunteer,fullProjectDesctiption,Volledige projectomschrijving
volunteer,groupCreate,Groep aanmaken
volunteer,groupDescription,Groepsomschrijving
volunteer,groupName,Groepsnaam
volunteer,groupNewGroup,Nieuwe groep
volunteer,groupNewGroupDialog,Lijst met participanten als nieuwe groep opslaan
volunteer,groupSaveGroup,Als groep opslaan
volunteer,guest,Gast
volunteer,invited,Uitgenodigd
volunteer,invitedNotInvited,Niet uitgenodigd
volunteer,inviteSend,Uitnodigingen versturen
volunteer,inviteVolunteers,Vrijwilligers uitnodigen
volunteer,inviteUninvite,Ontvolgen
volunteer,joinWaitlist,Ga op de wachtlijst
volunteer,help,Help!
volunteer,hoursVolunteered,Aantal uren vrijwiligerwerk gedaan
volunteer,lastName,Achternaam
volunteer,learnMore,Meer informatie
volunteer,leaveAll,Alles verlaten
volunteer,leaveAssignment,Opdracht verlaten
volunteer,leaveWaitlist,Wachtlijst verlaten
volunteer,loadingRegistrationInformation,Registratiegegevens aan het ladenÉ
volunteer,logPersonalHours,Persoonlijk aantal uren registreren
volunteer,logHours,Uren registreren
volunteer,maxParticipants,Maximum aantal participanten
volunteer,messagePlaceholder,Er was eensÉ
volunteer,messageVolunteers,Vrijwilligers een bericht sturen
volunteer,minAge,Minimale leeftijd van
volunteer,more,Meer
volunteer,myGivingHistory,Mijn geefgeschiedenis
volunteer,myVolunteerism,Mijn vrijwillige inzet
volunteer,myVolunteering,Mijn vrijwilligerswerk
volunteer,nameOfProject,Naam van het vrijwilligersproject
volunteer,newProjectMessage,Nieuw projectbericht
volunteer,newQuestion,Nieuwe vraag
volunteer,noAgeRestriction,Geen leeftijdsrestrictie
volunteer,noFamOrFriends,Familie en vrienden niet toestaan
volunteer,noFeaturedProjects,Nog geen uitgelichte projecten
volunteer,noFeaturedProjectsDesc,"Maakt u zich geen zorgen, we werken eraan. Probeer het later nog eens."
volunteer,noMaxVolunteers,Geen maximum aantal vrijwilligers
volunteer,noQuestionnaireResponse,Deze gebruiker diende geen reacties in op de vragenlijst
volunteer,nonprofit,Organisatie
volunteer,nonprofitFocus,Focus van de organisatie
volunteer,nonprofitSelection,Organisatieselectie
volunteer,noProjectHours,Geen project-uren gevonden
volunteer,noRegister,Registratie niet nodig
volunteer,ongoingProject,Doorlopend
volunteer,openings,Openingen
volunteer,options,Opties
volunteer,optionalSurvey,Een facultatieve enqu_te invullen?
volunteer,otherSettings,Andere instellingen
volunteer,partners,Partners
volunteer,postYourComment,Plaats uw reactie
volunteer,pickList,Keuzelijst
volunteer,pickListWithText,Keuzelijst met tekst
volunteer,pleaseFillOutQuestionnaire,Vul deze vragenlijst in om het aanmeldproces te voltooien.
volunteer,privacy,Privacy
volunteer,privacyInviteOnly,Invite-only
volunteer,privacyPrivate,PrivŽ
volunteer,privacyPublic,Openbaar
volunteer,program,Programma
volunteer,project,Project
volunteer,projects,Projecten
volunteer,projectName,Projectnaam
volunteer,projectImage,Projectafbeelding
volunteer,projectInfo,Projectinformatie
volunteer,projectDateAndLocation,Projectdatum en -locatie
volunteer,projectDescription,Projectomschrijving
volunteer,projectIsOngoing,Project is doorlopend
volunteer,projectsNearMe,Projecten in de buurt
volunteer,questionnaire,Vragenlijst
volunteer,questionText,Vraagtekst
volunteer,questionType,Soort vraag
volunteer,recommendedDimensions,Aanbevolen afmetingen: 800px x 600px
volunteer,rejectInvitation,Uitnodiging afwijzen
volunteer,registered,Geregistreerd
volunteer,registrations,Registraties
volunteer,responses,Reacties
volunteer,resultsFound,Gevonden resultaten
volunteer,registeredBy,Geregistreerd door
volunteer,selectAdditionalCoordinator,Extra cošrdinator selecteren
volunteer,selectAssignmentToLeave,Selecteer de opdracht(en) die u wilt verlaten
volunteer,selectNewCause,Nieuw goed doel selecteren
volunteer,selectNewSkill,Nieuwe vaardigheid selecteren
volunteer,selectProgram,Programma selecteren
volunteer,signedUp,Aangemeld
volunteer,signUpFor,Aangemeld voor
volunteer,signUpDeadline,Aanmeldingsdeadline
volunteer,signUpQuestion,Aanmeldingsvraag
volunteer,skills,Vaardigheden
volunteer,shirtSize,Overhemdsmaat
volunteer,selectAVolunteerProgram,Selecteer een vrijwilligersprogramma
volunteer,selectYourAssignment,Selecteer uw opdracht
volunteer,sponsorOrganization,Sponsor- of partnerorganisatie
volunteer,startDateAndTime,Begindatum en-tijd
volunteer,submit,Indienen
volunteer,survey,Enqu_te
volunteer,surveyQuestion,Enqu_tevraag
volunteer,tellUsAboutYourExperience,Vertel ons over uw ervaring als vrijwilliger.
volunteer,thankYouForVolunteering,Bedankt voor uw vrijwilligerswerk voor
volunteer,thisAssignmentIsFull,Deze opdracht is vol. U wordt op de wachtlijst gezet.
volunteer,thisProjectWaiver,Voor dit project is een aansprakelijkheidsformulier vereist. Download het.
volunteer,thereAreNoPrograms,Er zijn momenteel geen projecten geassocieerd met dit programma. Heeft u een idee voor een project? Klik op 'Nieuw project' om het ons te vertellen.
volunteer,unlimited,Ongelimiteerd
volunteer,upload,Uploaden
volunteer,volunteerGrants,Subsidies voor vrijwilligerswerk
volunteer,volunteerNowTooltip,Word nu vrijwilliger!
volunteer,volunteerProgram,Vrijwilligersprogramma
volunteer,waitlist,Wachtlijst
volunteer,waitlisted,Op de wachtlijst
volunteer,whatVolunteersDo,"Wat zullen de vrijwilligers doen? Wie is er bij gediend, enz.?"
volunteer,willBeInvited,(zal worden uitgenodigd om
volunteer,withinRadius,binnen 25 mijl van
volunteer,youAreNotSignedUp,U bent niet aangemeld voor dit project
volunteer,youHaveBeenInvited,U bent uitgenodigd om aan dit project deel te nemen. Reageer hieronder op de uitnodiging.
volunteer,addHours,voeg uren toe
volunteer,addVolunteers,Voeg vrijwilligers toe
volunteer,admin,beheerder
volunteer,allAssignments,Alle opdrachten
volunteer,approved,Goedgekeurd
volunteer,autoRegister,Registreer uitnodigingen automatisch
volunteer,boardGrants,Bestuurssubsidies
volunteer,check_boxes,Vink de vakjes aan
volunteer,declined,Afgewezen
volunteer,disableWaitlist,Schakel wachtlijst uit
volunteer,disabled,Uitgeschakeld
volunteer,documentUpload,Document uploaden
volunteer,duplicate,Dupliceer record: U heeft al een participatie boardrecord voor deze organisatie en dit jaar
volunteer,editDelete,Bewerken/verwijderen
volunteer,editProject,Project bewerken
volunteer,eligibleToApply,In aanmerking om aanvraag in te dienen
volunteer,endDate,Einddatum kan niet voor dit lopende jaar liggen
volunteer,everyHour,Elk uur telt!
volunteer,file,Bestand
volunteer,findAProject,Vind een project
volunteer,fullProjectDescription,Volledige projectbeschrijving
volunteer,grantMax,Maximale subsidie ​​vervuld voor programma
volunteer,inactiveBoard,Inactieve bestuurspositie
volunteer,information,Informatie
volunteer,invite,Uitnodigen
volunteer,invited,Uitgenodigd
volunteer,hoursTracking,Bijhouden van uren
volunteer,learnAbout,Meer informatie over en aanmelden voor vrijwilligerswerk in uw omgeving!
volunteer,leaveAssignmentTooltip,Annuleer registratie voor dit project
volunteer,loadingData,Aan het laden...
volunteer,logPersonalHoursTooltip,"Door 'Anders/geen project' te selecteren, zullen uw uren NIET worden aangewezen aan een bedrijfsproject, maar in plaats daarvan worden toegewezen als persoonlijk uur."
volunteer,logHoursTooltip,Houd de uren vrijwilligerswerk voor dit project bij
volunteer,manageVols,Manage vrijwilligers
volunteer,logMyVolHours, Houd mijn vrijwilligersuren bij
volunteer,massLogHours,Houd alle uren bij
volunteer,maxVolunteers,Maximaal aantal vrijwilligers
volunteer,moreHours,Meer uren verplicht
volunteer,moreGrants,Meer subsidies beschikbaar
volunteer,myProjects,Mijn projecten
volunteer,noAssignments,Geen opdrachten
volunteer,noBoard,Er bestaan geen bestuursdeelnamerecords
volunteer,noCoordProjects,U coördineert momenteel geen projecten.
volunteer,noMax,Geen limiet
volunteer,noneAvailable,Niet beschikbaar
volunteer,noOpenBoard,Er zijn momenteel geen actieve bestuurssubsidieprogramma's.
volunteer,noHoursLogged,Geen vrijwilligersuren bijgehouden
volunteer,noHours,Geen uren bijgehouden voor dit project
volunteer,noproject,Geen projecten
volunteer,noProject,Geen project
volunteer,participantsSelected,deelnemers geselecteerd
volunteer,postProject,Plaats project
volunteer,pick_list,Kies lijst
volunteer,pick_list_with_text,Kies lijst met tekst
volunteer,processing,Aanvraag aan het verwerken...
volunteer,projectComplete,Project voltooid
volunteer,projectDetails,Projectgegevens
volunteer,projectHours,Projecturen
volunteer,projectsICoordinate,Projecten die ik coördineer
volunteer,registrationOpen,Registratie open
volunteer,registrationClosed,Registratie gesloten
volunteer,roster,Rooster
volunteer,searchByKeyword,Zoeken op sleutelwoord
volunteer,selectAssignmentForHours,Selecteer opdracht voor het bijhouden van uren
volunteer,selectProject,Selecteer project
volunteer,sign_up,Aanmelden
volunteer,sign_up_question,Aanmeldvraag
volunteer,shareStory,Deel uw verhaal
volunteer,signedWaiver,Klik op de onderstaande knop om uw ondertekende verklaring van afstand in te dienen.
volunteer,startDate,Startdatum kan niet voor dit lopende jaar liggen
volunteer,suggestAProject,Stel een project voor
volunteer,suggestAProjectTooltip,Stel een nieuw vrijwilligersproject voor dit programma voor
volunteer,suggested,Voorgesteld
volunteer,teamGrants,Teamsubsidies
volunteer,text,Tekst
volunteer,thereAreNoPrograms,Er zijn momenteel geen projecten verbonden met dit programma. Heeft u een idee voor een project? Klik op 'Stel project voor' om met ons te delen.
volunteer,totalFunds,Totaal aantal middelen bijgedragen
volunteer,totalPageHours,Totaal per pagina
volunteer,totalVolHours,Totaal aantal vrijwilligersuren
volunteer,trackTime,Houd uw tijd bij die u heeft doorgebracht op uw vrijwilligerswerk!
volunteer,viewMyVolHours,Bekijk mijn vrijwilligersuren
volunteer,volunteerHoursDate,Vrijwilligersuren & -datum
volunteer,volunteerHistory,Vrijwilligersgeschiedenis
volunteer,waiver,Verklaring van afstand
volunteer,whatVolunteersDo,"Wat zullen de vrijwilligers doen, voor wie, enz?"
volunteer,yourApplication,Uw aanvraag is ingediend
volunteer,addTooltip,Selecteer personen om aan het project toe te voegen. Dit omzeilt het versturen van uitnodigingen en registreert deze personen automatisch als deelnemers voor het project.
volunteer,autoRegister,Registreer uitgenodigden automatisch
volunteer,availableHours,Beschikbare uren
volunteer,boardAlreadyRequested,Toelage toegekend aan deze organisatie
volunteer,boardDatePassed,Niet van toepassing
volunteer,boardError,Er is een fout opgetreden tijdens het aanmaken van uw dossier Bestuursdeelname.
volunteer,boardGrantRecordCreated,Aanmaak Bestuurstoelagedossier gelukt.
volunteer,boardGrantRecordCreating,Uw Bestuurstoelagedossier aan het aanmaken…
volunteer,boardHoursNeeded1,U hebt niet het aantal benodigde uren om een Bestuurstoelage aan te kunnen vragen. Om aanvraag voor een bestuurstoelage in te dienen dient u meer uren vrijwilligerswerk te doen
volunteer,boardHoursNeeded2,bij de bovengenoemde organisatie.
volunteer,boardRequest,Een bestuurstoelage aanvragen
