area,key,fr-FR
templates,loiApprovedBody,"Félicitations ! Votre lettre d’intention a été approuvée pour le programme de bourse <%= programName %>. Veuillez vous rendre au portail des demandeurs en utilisant le lien ci-dessous avant la date limite de soumission du <%= requestDeadline %> afin de compléter et de soumettre votre demande complète. <br><br><a href='<%= portalURL %>'><%= portalURL %></a><br><br> Si vous avez des questions pendant ce processus de soumission de demande, contactez-nous à tout moment à l’adresse indiquée ci-dessous. "
templates,loiApprovedSub,Lettre d’intention approuvée
templates,loiDeclinedBody,Merci d’avoir envoyé votre lettre d’intention pour le programme de bourse <%= programName %>. Nous regrettons de vous informer que votre demande n’a pas été approuvée pour soumettre une soumission complète pour la requête suivante : <%= requestName %>.<br><br> Nous vous encourageons à lire notre guide sur les programmes de bourses et à faire d’autres demandes ultérieurement. Si vous avez des questions contactez-nous à l’adresse indiquée ci-dessous.
templates,loiDeclinedSub,Lettre d’intention refusée
templates,loiDueBody,"Ce message vous est envoyé pour vous informer que la date limite d’envoi de votre lettre d’intention pour le programme <%= programName %> est proche. Veuillez vous assurer d’avoir complété votre lettre d’intention avant le <%= loiDueDate %>. Si vous n’achevez pas votre demande à temps, elle sera marquée comme incomplète et ne sera pas évaluée pour l’attribution d’une bourse. "
templates,loiDueSub,La date limite d’envoi de la lette d’intention pour le programme <%= programName %> approche.
templates,loiReceivedBody,Merci d’avoir envoyé une lettre d’intention à <%= companyName %> pour le programme de bourse <%= programName %>. Nous allons évaluer votre demande et vous informer de son statut. Vous pouvez nous contacter à tout moment si vous avez des questions.
templates,loiReceivedSub,Lettre d’intention reçue
templates,matchPaymentApprovedBody,Votre demande de jumelage de <%= paymentAmt %> $ pour l’organisme <%= orgName %> a été approuvée et le paiement a été programmé.
templates,matchPaymentApprovedSub,Demande de jumelage approuvée
templates,matchPaymentFulfilledBody,Votre paiement de jumelage pour la somme de <%= paymentAmount %> $ a été complété pour <%= orgName %>.
templates,matchPaymentFulfilledSub,Paiement jumelé complété
templates,matchPaymentRejectedBody,Votre demande de jumelage de <%= paymentAmt %> $ pour l’organisme <%= orgName %> a été refusée.
templates,matchPaymentRejectedSub,Demande de jumelage refusée
templates,notificationOnlySender,Remarque : Ce courriel a été envoyé depuis une adresse d’information qui n’accepte pas les messages entrants. Veuillez ne pas répondre à ce message.
templates,orgContact,Coordonnées de l’organisme :
templates,programColon,Programme :
templates,progressRptDueBody,Vous devez soumettre un rapport d’avancement pour le programme <%= programName %>. Veuillez compléter et soumettre votre rapport d’avancement avant le <%= dueDate %>.
templates,progressRptDueSub,Échéance de la remise du rapport d’avancement
templates,progressRptPastDueBody,"Nos dossiers indiquent que votre rapport d’avancement pour <%= requestName %>, qui devait être remis le <%= dueDate %>, est arrivé à échéance. Nous avons hâte d’avoir des nouvelles du succès de votre programme/projet. Merci de nous envoyer votre rapport d’avancement dès que possible. "
templates,progressRptPastDueSub,Rapport d’avancement arrivé à échéance
templates,progressRptSubmittedBody,"Nous avons reçu votre rapport d’avancement, soumis le <%= submitDate %> qui fait état de la bourse qui vous a été attribuée le <%= awardDate %> pour le programme <%= programName %>. Merci de nous avoir envoyé ces informations rapidement."
templates,progressRptSubmittedSub,Rapport d’avancement reçu
templates,projectApprovedBody,"Votre projet de bénévolat <%= projectName %> a été approuvé et est ouvert à l’inscription de bénévoles ! Veuillez vous connecter au portail pour ajouter vos mandats, inviter de bénévoles, et bien plus. Vous pouvez également utiliser ce site pour suivre vos bénévoles, gérer les listes d’attente et entrer les horaires pour les bénévoles suivant cet événement. "
templates,projectApprovedSub,Projet proposé approuvé
templates,projectDeclinedBody,"Nous regrettons de vous informer que votre projet <%= projectName %> n’a pas été approuvé. Vous recevrez plus d’informations de l’administrateur de programme concernant les raisons du refus. Nous vous remercions votre intérêt, et vous encourageons à continuer d’utiliser le site des Employés Bénévoles pour proposer d’autres projets ultérieurement."
templates,projectDeclinedSub,Projet proposé refusé
templates,projectLeaders,Chef(s) du projet :
templates,projectRegistrationBody,Votre enregistrement a été confirmé! Veuillez voir ci-dessous et vous reconnecter au <a href='<%= portalURL[rec.rel] %>'>Site des Bénévoles</a> pour plus d’informations au sujet de votre projet de bénévolat !
templates,projectRegistrationSub,Enregistrement confirmé
templates,projectStartDate,Date de début du projet :
templates,projectStartingBody,Votre projet de bénévolat <%= projectName %> commence le <%= startDate %>. Veuillez vous assurer d’avoir évalué tout ce dont vous avez besoin pour le projet et d’avoir communiqué avec vos bénévoles.
templates,projectStartingSub,Un projet que vous coordonnez commence bientôt...
templates,projectStartingVolBody,Ce projet <% projectName %> débute le<%= startDate %>. Veuillez vous assurer d’avoir évalué tout ce dont vous avez besoin pour le projet. La page du projet est accessible depuis le lien ci-dessous.
templates,projectStartingVolSub,Un projet auquel vous êtes inscrit commence bientôt...
templates,projectSuggestionApprovedSub,Projet proposé approuvé
templates,projectSuggestionReceivedBody,Merci d’avoir proposé un nouveau projet de bénévolat ! Votre projet <%= projectName %> est en attente d’évaluation et d’approbation. Nous vous informerons bientôt de son statut.
templates,projectSuggestionReceivedSub,Projet proposé reçu.
templates,pwdResetBody,Nous avons reçu une demande de réinitialisation de votre mot de passe. Le mot de passe temporaire pour vous connecter est : <br><%= tempPassword %><br><br><a href='<%= signinURL %>'>Sign In</a>
templates,pwdResetSub,<%= companyName %> Demande de réinitialisation de mot de passe
templates,registerWaitlistedBody,Merci de coordonner ce projet de bénévolat : <%= pojectName %>.<br><br> Il y a maintenant de la place au sein de votre projet en raison d’une annulation par l’un de vos participants. Nous vous rappelons que vous avez un membre d’équipe sur votre liste d’attente pour ce projet. Veuillez accéder de nouveau au portail des bénévoles et ajoutez des collègues depuis votre liste d’attente. Ils recevront un courriel de notification que les informera de leur ajout à ce projet.
templates,registerWaitlistedSub,Inscrire des bénévoles de la liste d’attente - <%= projectName %>
templates,requestAwardedBody,Nous sommes heureux de vous informer que la demande suivante : <%= requestName %> a été approuvée pour la somme de <%= awardAmount %>. Veuillez vous rendre sur notre portail pour visualiser votre prix et compléter les documents exigés.
templates,requestDeclinedBody,"Nous regrettons de vous informer qu’à l’heure actuelle, nous ne pouvons pas financer votre demande, <%= requestName %> pour le programme de bourse <%= programName %>. Contactez-nous si vous avez des questions. Nous apprécions le soutien que vous accordez à votre communauté locale. "
templates,requestDueBody,"Ce message vous est envoyé pour vous informer que la date limite de soumission pour le programme <%= programName %> est proche. Veuillez vous assurer d’avoir complété votre demande avant le <%= requestDueDate %>. Si vous ne terminez pas votre soumission à temps, votre demande sera marquée comme étant incomplète, et vous ne serez pas évalué pour une bourse. "
templates,requestDueSub,<%= programName%> La date limite de soumission est proche
templates,requestIncompleteBody,"Votre demande <%= requestName %> n’a pas été complétée et soumise avant la date limite demandée du <%= requestDeadline %> pour le programme de bourse <%= programName %>, et a par conséquent été fermée et marquée comme étant incomplète. Contactez-nous à tout moment si vous avez des questions."
templates,requestReopenedBody,Votre demande <%= requestName %> a été ré-ouverte car des informations supplémentaires sont requises. Veuillez consulter les exigences ci-dessous : <br><br><%= comments %><br><br> Veuillez utiliser le lien suivant pour visualiser cette demande dans le portail. <br><a href='<%= requestURL[recipient.rel] %>'><%= requestURL[recipient.rel] %></a>
templates,requestToJoinBody,<%= requester %> a demandé de rejoindre le groupe <%= groupName %>.
templates,requestToJoinSub,Demande de rejoindre <%= groupName %>
templates,reviewAssignedBody,"Il vous a été assigné d’évaluer la demande suivante pour le programme de bourse <%= programName %> : <br><br><strong>Name:</strong> <%= requestName %><br><strong>Applicant(s)</strong> <%= applicants.join(', ') %><br><br> Veuillez vous connecter au portail en utilisant le lien suivant afin de visualiser toutes les soumissions qu’on vous demande d’évaluer.<br><a href='<%= portalURL[recipient.rel] %>'><%= portalURL[recipient.rel] %></a>"
templates,reviewAssignedSub,Demandes à évaluer
templates,reviewsDueBody,Vous avez des demandes à évaluer qui sont incomplètes. Veuillez compléter ces évaluations aussi rapidement que possible afin que nous puissions informer les demandeurs de la décision qui a été prise au sujet de leur soumission.
templates,reviewsDueSub,Demandes d’évaluation qui vous sont attribuées
templates,sincerely,"Cordialement,"
templates,submittedRequestBody,Merci d’avoir envoyé une demande à <%= companyName %> pour le programme de bourse = <%= programName %>. Nous allons évaluer votre demande et vous informer de son statut. Contactez-nous à tout moment si vous avez des questions
templates,suggestedOrgBody,"Merci d’avoir suggéré d’ajouter <%= orgName %> à notre base de données DonateWell. Un message a été envoyé à <%= orgName %>, <%= orgEmail %> indiquant les étapes que l’organisme doit suivre pour commencer le processus d’ajout à la base de données. Une fois qu’il sera ajouté, il pourra recevoir des dons. "
templates,suggestedOrgSub,Suggestion d’organisme confirmée
templates,thankYou,"Merci,"
templates,thankYouMakingADifference,Merci de faire la différence au sein de votre communauté !
templates,toNextApproverBody,"<%= previousApprover %> a approuvé la demande, <%= requestName %> et vous êtes la personne suivante dans le processus d’approbation. Veuillez vous connecter au portail et visualiser cette demande aussitôt que possible. "
templates,toNextApproverSub,Demande prête à être évaluée
templates,toPreviousApproverBody,<%= previousApprover %> vous a envoyé la demande <%= requestName %> pour une évaluation plus poussée. Veuillez vous connecter au portail pour voir tous les commentaires et cette évaluer demande aussitôt que possible.
templates,toPreviousApproverSub,Une demande vous a été envoyée
templates,verifyBody,"Merci de vous être enregistré, veuillez copier et coller le lien ci-dessous pour valider votre adresse courriel. <br><br><a href='<%= verifyURL %>'><%= verifyURL %></a>"
templates,verifySub,Bienvenue à <%= companyName %>
templates,volGrantAcceptedBody,"Nous vous remercions d’avoir envoyé une demande de bourse de comité au nom de <%= orgName %> pour la somme de <%= amountRequested %> $. Nous avons malheureusement rejeté votre demande de bourse de comité. Si vous avez d’autres questions, veuillez nous contacter. Merci du service que vous offrez à notre communauté ! "
templates,volGrantAcceptedSub,Bourse de comité rejetée
templates,volunteer,Bénévole :
templates,volunteerProject,Projet de bénévolat :
templates,waitlistedBody,"Merci de vous être inscrit à <%= projectName %>. Il n’y a malheureusement plus de places disponibles. Vous avez été placé sur la liste d’attente. Si une place devient disponible, vous serez ajouté à ce projet par le chef du projet. Si votre participation est confirmée, un courriel vous sera envoyé. Merci dans faire la différence au sein de votre communauté locale. "
templates,waitlistedSub,Ajouté à la liste d’attente de <%= projectName %>
templates,waitlistRegisteredBody,Une place a été libérée dans le projet de bénévolat <%= projectName %> et vous avez été ôté de la liste d’attente ! Veuillez consulter les informations sur le projet et visiter le site web des bénévoles pour plus d’informations au sujet de votre projet de bénévolat !
templates,waitlistRegisteredSub,Inscription à <%= projectName %>
templates,welcomeApplicantBody,"Un nouveau compte a été crée pour vous dans le portail de demande de bourse de <%= companyName %>. Pour vous connecter, veuillez suivre le lien ci-dessous et vous connecter en utilisant votre adresse courriel. <br><br><a href='<%= signinURL %>'><%= signinURL %></a><br><br>Votre mot de passe temporaire est : <%= tempPassword %>"
templates,welcomeReviewerBody,Un compte a été crée pour vous afin d’évaluer les demandes de bourses.
templates,yourRequestTo,Votre demande à <%= companyName %>
tooltip,editPickListOptions,Modifier Choisir les Options de Liste
tooltip,noPhysicalLocation,"En cochant cette case, vous déclarez que le projet ne possède pas d’emplacement physique. "
tooltip,postProjectSurvey,Cochez cette case pour participer à un sondage sur l’expérience de bénévolat.
tooltip,showAllVirtual,Afficher tous les projets virtuels
volunteer,addCause,Ajouter une cause
volunteer,addCoordinator,Ajouter un coordinateur
volunteer,addSkill,Ajouter capacité
volunteer,ageRestricted,Restriction d'âge
volunteer,altAmountForEach,Veuillez confirmer votre subvention de
volunteer,amountForEach,Saisissez le montant que vous souhaitez offrir :
volunteer,areYouSureCancel,Êtes vous sûr de vouloir annuler votre inscription à
volunteer,areYouSureSignUp,Êtes vous sûr de vouloir vous inscrire à
volunteer,assignment,Tâche
volunteer,assignments,Tâches
volunteer,attachWaiver,Attacher une dispense ou un formulaire de décharge
volunteer,attributes,Attributs
volunteer,availableGrantAmount,Montant total des subventions disponibles
volunteer,birthdate,Anniversaire
volunteer,cancelProject,Annuler le projet
volunteer,cancelProjectRegistration,Annuler l'inscription au projet
volunteer,cause,Cause
volunteer,causes,Causes
volunteer,checkBoxes,Cochez les cases
volunteer,creatNewEntry,Créer une nouvelle entrée
volunteer,coordinatorName,Nom du coordinateur
volunteer,coordinators,Coordinateurs
volunteer,createdAt,Créé à
volunteer,createProject,Créer un projet
volunteer,dateHoursVolunteered,Date et heure de bénévolat
volunteer,defaultAssignment,Tâche par défaut
volunteer,denotesRequiredResponses,indique des réponses requises.
volunteer,description,Description
volunteer,dontWorry,"Ne vous inquiétez pas, on y travaille. Revenez bientôt vérifier."
volunteer,editHoursVolunteered,Éditer les heures
volunteer,editHoursVolunteeredDesc,Veuillez saisir vos nouvelles heures pour
volunteer,email,Adresse e-mail
volunteer,eligibleNonprofits,Vos organisations éligibles
volunteer,endDateAndTime,Date et heure de fin
volunteer,eventInformation,Informations de l'évènement
volunteer,featuredProjects,Projets phares
volunteer,filter,Filtres
volunteer,firstName,Prénom
volunteer,fullProjectDesctiption,Description complète du projet
volunteer,groupCreate,Créer un groupe
volunteer,groupDescription,Description du groupe
volunteer,groupName,Nom du groupe
volunteer,groupNewGroup,Nouveau groupe
volunteer,groupNewGroupDialog,Enregistrer la liste des participants en tant que nouveau groupe
volunteer,groupSaveGroup,Enregistrer en tant que groupe
volunteer,guest,Invité
volunteer,invited,Invité
volunteer,invitedNotInvited,Non invité
volunteer,inviteSend,Envoyer des invitations
volunteer,inviteVolunteers,Inviter des volontaires
volunteer,inviteUninvite,Désinviter
volunteer,joinWaitlist,Rejoindre la liste d'attente
volunteer,help,Aide !
volunteer,hoursVolunteered,Heures de bénévolat
volunteer,lastName,Nom de famille
volunteer,learnMore,En savoir plus
volunteer,leaveAll,Tout quitter
volunteer,leaveAssignment,Quitter la tâche
volunteer,leaveWaitlist,Quitter la liste d'attente
volunteer,loadingRegistrationInformation,Chargement des informations d'inscription
volunteer,logPersonalHours,Enregistrer ses heures
volunteer,logHours,Enregistrer ses heures
volunteer,maxParticipants,Nombre de participants maximum
volunteer,messagePlaceholder,Il était une fois
volunteer,messageVolunteers,Envoyer un message aux bénévoles
volunteer,minAge,Âge minimum requis de
volunteer,more,Plus
volunteer,myGivingHistory,Mon historique de dons
volunteer,myVolunteerism,Mon bénévolat
volunteer,myVolunteering,Mon bénévolat
volunteer,nameOfProject,Nom du projet bénévole
volunteer,newProjectMessage,Nouveau message de projet
volunteer,newQuestion,Nouvelle question
volunteer,noAgeRestriction,Pas de restriction d'âge
volunteer,noFamOrFriends,Ami et famille non autorisés
volunteer,noFeaturedProjects,Pas encore de projets phares
volunteer,noFeaturedProjectsDesc,"Ne vous inquiétez pas, on y travaille. Revenez bientôt vérifier."
volunteer,noMaxVolunteers,Pas de nombre maximal de bénévoles
volunteer,noQuestionnaireResponse,Cet utilisateur n'a pas envoyé de réponse au questionnaire
volunteer,nonprofit,Organisation
volunteer,nonprofitFocus,But de l'organisation
volunteer,nonprofitSelection,Sélection d'organisation
volunteer,noProjectHours,Aucune heure de projet trouvée
volunteer,noRegister,Pas besoin de s'inscrire
volunteer,ongoingProject,Continu
volunteer,openings,Ouverture
volunteer,options,Options
volunteer,optionalSurvey,Voulez-vous remplir un sondage facultatif ?
volunteer,otherSettings,Autres paramètres
volunteer,partners,Partenaires
volunteer,postYourComment,Postez votre commentaire
volunteer,pickList,Liste de choix
volunteer,pickListWithText,Liste de choix avec texte
volunteer,pleaseFillOutQuestionnaire,Veuillez remplir ce questionnaire pour terminer le processus d'inscription.
volunteer,privacy,Vie privée
volunteer,privacyInviteOnly,Sur invitation uniquement
volunteer,privacyPrivate,Privé
volunteer,privacyPublic,Public
volunteer,program,Programme
volunteer,project,Projet
volunteer,projects,Projets
volunteer,projectName,Nom du projet
volunteer,projectImage,Image du projet
volunteer,projectInfo,Infos du projet
volunteer,projectDateAndLocation,Date et lieu du projet
volunteer,projectDescription,Description du projet
volunteer,projectIsOngoing,Le projet est continu
volunteer,projectsNearMe,Projets autour de moi
volunteer,questionnaire,Questionnaire
volunteer,questionText,Texte de la question
volunteer,questionType,Type de question
volunteer,recommendedDimensions,Dimensions recommandées : 800px x 600px
volunteer,rejectInvitation,Rejeter l'invitation
volunteer,registered,Inscrit
volunteer,registrations,Inscriptions
volunteer,responses,Réponses
volunteer,resultsFound,Résultats trouvés
volunteer,registeredBy,Enregistré par
volunteer,selectAdditionalCoordinator,Sélectionnez un coordinateur supplémentaire
volunteer,selectAssignmentToLeave,Sélectionnez les tâches que vous souhaitez abandonner
volunteer,selectNewCause,Sélectionnez une nouvelle cause
volunteer,selectNewSkill,Sélectionnez une nouvelle capacité
volunteer,selectProgram,Sélectionnez un programme
volunteer,signedUp,Inscrit
volunteer,signUpFor,S'inscrire à
volunteer,signUpDeadline,Date limite d'inscription
volunteer,signUpQuestion,Question d'inscription
volunteer,skills,Capacités
volunteer,shirtSize,Taille de t-shirt
volunteer,selectAVolunteerProgram,Sélectionnez un programme de bénévolat
volunteer,selectYourAssignment,Sélectionnez votre tâche
volunteer,sponsorOrganization,Sponsor/Organisation associée
volunteer,startDateAndTime,Date et heure de début
volunteer,submit,Envoyer
volunteer,survey,Sondage
volunteer,surveyQuestion,Question du sondage
volunteer,tellUsAboutYourExperience,Parlez-nous de votre expérience du bénévolat.
volunteer,thankYouForVolunteering,Merci de faire du bénévolat pour
volunteer,thisAssignmentIsFull,Il ne reste plus de place pour cette tâche. Vous allez être ajouté à la liste d'attente.
volunteer,thisProjectWaiver,Ce projet nécessite une dispense. Veuillez la télécharger.
volunteer,thereAreNoPrograms,"""Il n'y a actuellement aucun projet associé avec ce programme. Avez-vous une idée de projet ? Cliquez sur """"Nouveau projet"""" pour la partager avec nous."""
volunteer,unlimited,Illimité
volunteer,upload,Mise en ligne
volunteer,volunteerGrants,Subvention du bénévolat
volunteer,volunteerNowTooltip,Faites du bénévolat maintenant
volunteer,volunteerProgram,Programme de bénévolat
volunteer,waitlist,Liste d'attente
volunteer,waitlisted,En liste d'attente
volunteer,whatVolunteersDo,"Que vont faire les bénévoles, à qui viendront-ils en aide, etc..?"
volunteer,willBeInvited,(sera invité à
volunteer,withinRadius,Dans un rayon de 40 km de
volunteer,youAreNotSignedUp,Vous n'êtes pas inscrit à ce projet
volunteer,youHaveBeenInvited,Vous avez été invité à participer à ce projet. Veuillez répondre à cette invitation ci-dessous
volunteer,addHours,ajouter des heures
volunteer,addVolunteers,Ajouter des volontaires
volunteer,admin,Administrateur
volunteer,allAssignments,Toutes les missions
volunteer,approved,Approuvé
volunteer,autoRegister,Inscription automatique aux invitations
volunteer,boardGrants,Subventions de conseil
volunteer,check_boxes,Vérifier les boîtes
volunteer,declined,Refusé
volunteer,disableWaitlist,Désactiver la liste d'attente
volunteer,disabled,Désactivé
volunteer,documentUpload,Téléchargement du document
volunteer,duplicate,Entrée double : Vous êtes déjà inscrit comme participant à un conseil pour cette organisation et cette année
volunteer,editDelete,Modifier/Supprimer
volunteer,editProject,Modifier le projet
volunteer,eligibleToApply,Éligible pour inscription
volunteer,endDate,La date de fin ne peut être située avant l'année en cours
volunteer,everyHour,Chaque heure compte !
volunteer,file,Fichier
volunteer,findAProject,Trouvez un projet
volunteer,fullProjectDescription,Description complète du projet
volunteer,grantMax,Subvention maximale accordée pour le programme
volunteer,inactiveBoard,Position de conseil inactive
volunteer,information,Informations
volunteer,invite,Inviter
volunteer,invited,Invité
volunteer,hoursTracking,Suivi des heures
volunteer,learnAbout,Apprenez-en plus et inscrivez-vous pour des occasions de volontariat dans votre région !
volunteer,leaveAssignmentTooltip,Annuler l'inscription pour ce projet
volunteer,loadingData,Chargement...
volunteer,logPersonalHoursTooltip,"En sélectionnant ""Autre/ Aucun projet"", vos heures ne seront PAS associées à un projet d'organisation, mais enregistrées comme heures personnelles."
volunteer,logHoursTooltip,Saisir les heures de volontariat pour ce projet
volunteer,manageVols,Gérer les volontaires
volunteer,logMyVolHours,Saisir Mes heures de volontariat
volunteer,massLogHours,Saisir les heures en gros
volunteer,maxVolunteers,Nombre maximal de volontaires
volunteer,moreHours,Davantage d'heures nécessaires
volunteer,moreGrants,Davantage de subventions disponibles
volunteer,myProjects,Mes projets
volunteer,noAssignments,Aucune mission
volunteer,noBoard,Aucune participation à un conseil enregistrée
volunteer,noCoordProjects,Vous ne coordinez actuellement aucun projet
volunteer,noMax,Pas de maximum
volunteer,noneAvailable,Aucun disponible
volunteer,noOpenBoard,Il n'y a actuellement aucun programme de subvention de conseil actif
volunteer,noHoursLogged,Aucune heure de volontariat saisie
volunteer,noHours,aucune heure saisie pour ce projet
volunteer,noproject,Aucun projet
volunteer,noProject,Aucun projet
volunteer,participantsSelected,participants sélectionnés
volunteer,postProject,Poster le projet
volunteer,pick_list,Liste déroulante
volunteer,pick_list_with_text,Liste déroulante avec texte
volunteer,processing,Demande en cours de traitement...
volunteer,projectComplete,Projet terminé
volunteer,projectDetails,Détails du projet
volunteer,projectHours,Heures du projet
volunteer,projectsICoordinate,Projets que je coordonne
volunteer,registrationOpen,Inscriptions ouvertes
volunteer,registrationClosed,Inscriptions fermées
volunteer,roster,Liste
volunteer,searchByKeyword,Chercher par mot-clé
volunteer,selectAssignmentForHours,Choisir une mission pour saisir les heures
volunteer,selectProject,Choisir un projet
volunteer,sign_up,S'inscrire
volunteer,sign_up_question,Question d'inscription
volunteer,shareStory,Partagez votre histoire
volunteer,signedWaiver,Cliquez sur le bouton ci-dessous pour soumettre votre nouvelle décharge signée.
volunteer,startDate,La date de début ne peut être antérieure à l'année en cours
volunteer,suggestAProject,Proposer un projet
volunteer,suggestAProjectTooltip,Proposer un nouveau projet de volontariat pour ce programme
volunteer,suggested,Proposé
volunteer,teamGrants,Subventions d'équipe
volunteer,text,Texte
volunteer,thereAreNoPrograms,"Il n'y a actuellement aucun projet associé à ce programme. Avez-vous une idée de projet ? Cliquez sur ""Proposer un projet"" pour la partager avec nous. "
volunteer,totalFunds,Total des fonds versés
volunteer,totalPageHours,Total par page
volunteer,totalVolHours,Total des heures de volontariat
volunteer,trackTime,Suivez le temps passé sur vos activités de volontariat !
volunteer,viewMyVolHours,Voir mes heures de volontariat
volunteer,volunteerHoursDate,Heures et dates de volontariat
volunteer,volunteerHistory,Historique de volontariat
volunteer,waiver,Décharge
volunteer,whatVolunteersDo,"Que vont faire les volontaires, qui sera servi, etc. ?"
volunteer,yourApplication,Votre demande a été soumise
volunteer,addTooltip,Sélectionnez les personnes à ajouter à ce projet. Ceci évite les invitations et enregistre automatiquement ces participants au projet.
volunteer,autoRegister,Invités enregistrés automatiquement
volunteer,availableHours,Heures disponibles
volunteer,boardAlreadyRequested,Demande de bourse pour cet organisme
volunteer,boardDatePassed,Ne s’applique pas
volunteer,boardError,Une erreur est survenue durant la création de votre dossier de Participation au Comité.
volunteer,boardGrantRecordCreated,Dossier de bourse de comité crée avec succès.
volunteer,boardGrantRecordCreating,Création de votre dossier de bourse de comité...
volunteer,boardHoursNeeded1,Vous n’avez pas besoin de présenter le nombre d’heures exigées pour demander une bourse de comité. Vous devez être bénévole pour demander une bourse de comité.
volunteer,boardHoursNeeded2,plus d’heures avec l’organisme ci-dessous.
volunteer,boardRequest,Demander une bourse de comité.
volunteer,cancelProjectHelper,"Une fois annulé, le projet ne peut être réactivé.  "
volunteer,cancelProjectText,Annuler ce projet
volunteer,endDateInfo,"Si vous enregistrez maintenant, le temps de fin du mandat(s) sera modifié et correspondra au temps de fin du nouveau projet. "
volunteer,endDateWarning,Attention : Un ou plusieurs de vos mandats s’achèvent après cette date.
volunteer,enterGrantAmount,Veuillez entrer la somme que vous souhaitez demander
volunteer,eventName,Nom de l’événement
volunteer,grantAmountMax,Montant de la bourse / Max
volunteer,grantRequest,Demander une bourse de bénévole
volunteer,inviteTooltip,Sélectionnez les personnes à inviter à ce projet par courriel.
volunteer,leaveProject,Quitter le projet
volunteer,loadingPrograms,Téléchargement des programmes disponibles
volunteer,logPersonalHoursTooltip,"En sélectionnant  « Autre/Pas de projet » vos heures NE SERONT PAS assignées à un projet d’entreprise, mais seront enregistrées comme heures personnelles. "
volunteer,maxAmount,Montant max disponible
volunteer,mayNotEdit,Ne peut être modifié
volunteer,mayNotEditInfo,Vous ne pouvez modifier les heures car une bourse de bénévolat a été envoyée
volunteer,meetsAgeReq,Tous les invités sélectionnées ont l’âge requis
volunteer,moreVols,Plus de bénévoles nécessaires
volunteer,myVolunteeringHistory,Mon historique de bénévolat
volunteer,noActiveBoard,Il n’y a actuellement pas de programmes de bourse de comité.
volunteer,noBoard,Pas de dossier de participation au comité.
volunteer,noBoardPrograms,Il n’y a pas de programmes de bourses de comité actifs en ce moment. Veuillez réessayer plus tard.
volunteer,noGuests,"Vous n’avez pas d’invités, ou tous les invités ont été invités. Ajoutez un nouvel invité en cliquant sur « ajouter » ci-dessus. "
volunteer,noHours,Les heures de bénévolat n’ont pas été enregistrées pour ce projet.
volunteer,noHoursLogged,Il n’y a pas de dossier d’heures de bénévolat.
volunteer,noIndividual,Il n’y a pas de dossier de bourse de bénévolat.
volunteer,noMatchGroup,Le groupe de jumelage de bourse n’est pas configuré correctement
volunteer,noProjectsRegistered,Vous n’êtes inscrit à aucun projet
volunteer,noOneInvited,Personne n’a encore été invité. Utilisez les onglets ci-dessus pour trouver des personnes à inviter.
volunteer,noOpenAssignments,Il n’y a pas de tâche ouverte pour ce projet.
volunteer,noProjectOther,Pas de projet/Autre
volunteer,notAMember,"Vous n’êtes membre d’aucun groupe, ou tous vous groupes ont déjà été invité. "
volunteer,noTeamGrants,Il n’y a pas de dossier de bourse d’équipe
volunteer,notEnoughOpenings0,Pas assez de places
volunteer,notEnoughOpenings1,Vous avez été sélectionné
volunteer,notEnoughOpenings2,"personnes, il y a cependant"
volunteer,notEnoughOpenings3,places disponibles. Veuillez modifier vos sélections.
volunteer,notEnoughParticipants,Votre équipe n’a pas assez de participants.
volunteer,noVolunteers,Pas de bénévoles
volunteer,participateSurvey,Participez à un sondage au sujet de votre expérience de bénévolat
volunteer,projectCancelled,Votre projet a été annulé
volunteer,recommendedDimensions,Dimensions recommandées : 800 px x 600 px
volunteer,skill,compétence
volunteer,startDateInfo,"Si vous enregistrez maintenant, le temps de début de vos tâche(s) sera modifié et correspondra au début de votre nouveau projet. "
volunteer,startDateWarning,Attention : Une ou plusieurs vos tâches sont antérieures à cette date.
volunteer,startEndWarning,Stop! La date de fin ne peut être antérieure ou égale à la date de début.
volunteer,teamApply,Demander une bourse d’équipe
volunteer,teamApplyButton,Ce projet est admissible à une bourse d’équipe. Cliquez ici pour déposer une soumission !
volunteer,teamGrantRequestLang1,"Considérant le nombre d’heures envoyées, votre équipe est admissible pour soumettre une demande de"
volunteer,teamGrantRequestLang2,Bourse d’équipe. Veuillez faire une sélection ci-dessous.
volunteer,teamProj,Projet de bénévolat en équipe
volunteer,teamProjInstruct,"Si les bénévoles travailleront en équipe sur ce projet avec pour objectif l’obtention d’une bourse d’équipe pour l’organisme associé, cochez la case suivante."
volunteer,teamRequest,Demandez une bourse d’équipe
volunteer,volGrantRecordCreated,Dossier de bourse de bénévolat crée avec succès.
volunteer,volGrantRecordCreating,Création de votre dossier de bourse de bénévolat...
volunteer,volGrantRequestLang1,"Considérant le nombre d’heures envoyées, votre équipe est admissible pour soumettre une demande de"
volunteer,volGrantRequestLang2,Bourse. Veuillez faire une sélection ci-dessous.
volunteer,volHoursDeleted,Heures de bénévolat supprimées avec succès.
