area,key,en-US
volunteer,notEnoughParticipants,Your team does not have enough participants
volunteer,noVolunteers,"No Volunteers"
volunteer,opportunitiesNearMe,"Opportunities Near Me"
volunteer,optionalSurvey,Fill out an optional survey?
volunteer,options,Options
volunteer,orgConfirmation,"Did you recieve confirmation from the organization about the project details?"
volunteer,otherSettings,Other Settings
volunteer,participantsSelected,participants selected
volunteer,participateSurvey,"Participate in a survey about your volunteer experience"
volunteer,partners,Partners
volunteer,pick_list_with_text,Pick List With Text
volunteer,pick_list,Pick List
volunteer,pleaseFillOutQuestionnaire,Please fill out this questionnaire to complete the sign-up process.
volunteer,postProject,Post Project
volunteer,postYourComment,Post Your Comment
volunteer,poweredBy,"Powered By"
volunteer,privacyInviteOnly,Invite Only
volunteer,processing,Processing application ...
volunteer,projectCancelled,"Your project has been canceled."
volunteer,projectComplete,Project Complete
volunteer,projectDateAndLocation,Project Date & Location
volunteer,projectDescription,Project Description
volunteer,projectDetails,Project Details
volunteer,projectHours,Project Hours
volunteer,projectImage,Project Image
volunteer,projectInfo,Project Info
volunteer,projectIsOngoing,Project Is Ongoing
volunteer,projectName,Project Name
volunteer,projectsICoordinate,Projects I Coordinate
volunteer,projectsNearMe,Projects Near Me
volunteer,questionnaire,Questionnaire
volunteer,questionnaireExport,"Export Questionnaire and Answers as CSV"
volunteer,questionText,Question Text
volunteer,questionType,Question Type
volunteer,recommendedDimensions,Recommended dimensions: 800px x 600px
volunteer,registered,Registered
volunteer,registeredBy,Registered by
volunteer,registrationClosed,"Registration Closed"
volunteer,registrationOpen,"Registration Open"
volunteer,registrations,Registrations
volunteer,rejectInvitation,Reject Invitation
volunteer,removeInterest,"Remove Interest"
volunteer,requirements,Requirements
volunteer,responses,Responses
volunteer,resultsFound,Results Found
volunteer,roster,Roster
volunteer,searchByKeyword,"Search by Keyword"
volunteer,selectAdditionalCoordinator,Select Additional Coordinator
volunteer,selectAssignmentForHours,Select Assignment For Logging Hours
volunteer,selectAssignmentToLeave,Select the Assignment(s) you wish to leave
volunteer,selectNewCause,Select New Cause
volunteer,selectNewSkill,Select New Skill
volunteer,selectProgram,Select Program
volunteer,selectProject,Select Project
volunteer,selectYourAssignment,Select your assignment
volunteer,shareStory,Share Your Story
volunteer,sign_up_question,Sign Up Question
volunteer,sign_up,Sign Up
volunteer,signedUp,Signed Up
volunteer,signedWaiver,"Click on the button below to submit your signed waiver."
volunteer,signUpDeadline,Sign-Up Deadline
volunteer,signUpFor,Sign Up For
volunteer,signUpQuestion,Sign Up Question
volunteer,skill,"skill"
volunteer,sponsorOrganization,Sponsor/Partnering Organization
volunteer,startDate,Start date cannot be before this current year
volunteer,startDateAndTime,Start Date & Time
volunteer,startDateInfo,"Saving now will change the start time of the assignment(s) to the new project start time"
volunteer,startDateWarning,"Warning: One or more of your assignment dates are prior to this date."
volunteer,startEndWarning,"Stop! The end date can not be prior or equal to start date."
volunteer,suggestAProject,Suggest a Project
volunteer,suggestAProjectTooltip,Suggest a new Volunteer Project for this Program
volunteer,suggested,"Suggested"
volunteer,survey,Survey
volunteer,surveyQuestion,Survey Question
volunteer,teamApply,"Apply for Team Grant"
volunteer,teamApplyButton,"This project is eligible for a team grant. Click to apply!"
volunteer,teamGrantRecordCreated,"Team Grant record created successfully."
volunteer,teamGrantRecordCreating,"Creating your Team Grant record..."
volunteer,teamGrantRequestLang1,"Based on the volunteer hours submitted, your team is eligible to request a"
volunteer,teamGrantRequestLang2,"Team Grant. Please make a selection below."
volunteer,teamGrants,Team Grants
volunteer,teamProj,Team Volunteer Project
volunteer,teamProjInstruct,"If volunteers will work as a team for this project, with a goal of earning a Team Volunteer Grant for the associated organization, check the following checkbox."
volunteer,teamRequest,"Request a Team Grant"
volunteer,tellUsAboutYourExperience,Tell us about your volunteer experience.
volunteer,text,Text
volunteer,thankYouForVolunteering,Thank you for volunteering with
volunteer,thereAreNoPrograms,There are currently no Projects associated with this Program. Do you have an idea for a Project? Click on “Suggest Project” to share it with us.
volunteer,thisAssignmentIsFull,This assignment is full. You will be added to the waitlist.
volunteer,thisProjectWaiver,This project requires a waiver. Please download it
volunteer,totalFunds,Total Funds Contributed
volunteer,totalPageHours,Total Per Page
volunteer,totalVolHours,Total Volunteer Hours
volunteer,trackTime,Track time spent on your volunteer activities.
volunteer,viewMyVolHours,View My Volunteer Hours
volunteer,volGrantRecordCreated,"Volunteer Grant record created successfully."
volunteer,volGrantRecordCreating,"Creating your Volunteer Grant record..."
volunteer,volGrantRequestLang1,"Based on the volunteer hours submitted, you are eligible to request a"
volunteer,volGrantRequestLang2,"Grant. Please make a selection below."
volunteer,volHoursDeleted,Volunteer Hours successfully deleted.
volunteer,volMatchTip,"Volunteer Match was not able to return results. Please ensure your are including a state in your search. For example 'Charleston, SC'."
volunteer,volunteerHistory,Volunteer History
volunteer,volunteerHoursDate,Volunteer Hours & Date
volunteer,volunteerMatchTerms,"Volunteer Match Terms and Conditions"
volunteer,volunteerNowTooltip,Volunteer Now
volunteer,volunteerProgram,Volunteer Program
volunteer,waitlist,Waitlist
volunteer,waitlisted,Waitlisted
volunteer,waiver,Waiver
volunteer,whatVolunteersDo,"What will the volunteers do, who will be served, etc?"
volunteer,willBeInvited,(will be invited to
volunteer,withinRadius,within 25 miles of
volunteer,youAreNotSignedUp,You are not signed up for this project
volunteer,youHaveBeenInvited,You've been invited to participate in this project. Please respond to this invitation below
volunteer,yourApplication,Your application has been submitted
