area,key,pt-BR
templates,matchPaymentFulfilledBody,Seu pagamento de correspondência no valor de $<%= paymentAmount %> foi efetuado para <%= orgName %>.
templates,matchPaymentFulfilledSub,Pagamento de Correspondência efetuado
templates,matchPaymentRejectedBody,Sua solicitação de correspondência de $<%= paymentAmount %> para <%= orgName %> foi rejeitada.
templates,matchPaymentRejectedSub,Solicitação de Correspondência rejeitada
templates,notificationOnlySender,"Atenção: Esta mensagem de e-mail foi enviada de um endereço apenas de envio de notificação que não pode receber e-mails. Por favor, não responda a esta mensagem."
templates,orgContact,Contato da organização:
templates,programColon,Programa:
templates,progressRptDueBody,Você tem um relatório de progresso atrasado para < % = programName % >. Considere preencher e enviar seu relatório de progresso antes de <%= dueDate %>.
templates,progressRptDueSub,Relatório de progresso atrasado
templates,progressRptPastDueBody,Nossos registros indicam que seu relatório de progresso para <%= requestName %> para entrega em <%= dueDate %> está atrasado. Estamos ansiosos por notícias sobre o sucesso do seu projeto/programa. Envie seu relatório de progresso o mais rapidamente possível.
templates,progressRptPastDueSub,Relatório de progresso vencido
templates,progressRptSubmittedBody,"Recebemos seu relatório de progresso, enviado em <%= submitDate %> informando sobre a sua subvenção concedida em <%= awardDate %> para o programa <%= programName %>. Obrigado por enviar-nos essas informações em tempo hábil."
templates,progressRptSubmittedSub,Relatório de progresso recebido
templates,projectApprovedBody,"Seu projeto voluntário, <%= projectName %>,  foi aprovado e está aberto para a inscrição de voluntários! Faça login no portal para adicionar suas atribuições, convidar voluntários e muito mais. Você também pode usar este site para acompanhar seus voluntários, monitorar listas de espera e inserir horários para os voluntários após o evento."
templates,projectApprovedSub,Projeto sugerido aprovado
templates,projectDeclinedBody,"Lamentamos informá-lo que o seu projeto, <%= projectName %>, não foi aprovado. O administrador do programa lhe enviará detalhes adicionais relacionados à recusa. Agradecemos o seu interesse e incentivamos que você continue a usar o Site do Empregado Voluntário para mais sugestões de projeto no futuro."
templates,projectDeclinedSub,Projeto sugerido recusado
templates,projectLeaders,Líder(es) de Projeto:
templates,projectRegistrationBody,Seu registro foi confirmado! Confira abaixo e volte ao <a href='<%= portalURL[rec.rel] %>'>Site Voluntário</a> para obter mais informações sobre seu projeto voluntário!
templates,projectRegistrationSub,Inscrição confirmada
templates,projectStartDate,Data de início do projeto:
templates,projectStartingBody,"Seu projeto voluntário, <%= projectName %>, está agendado para começar em <%= startDate %>. Certifique-se de ter avaliado todo o necessário para o projeto e ter se comunicado com seus voluntários."
templates,projectStartingSub,Um projeto que você está coordenando vai começar em breve...
templates,projectStartingVolBody,"O projeto, <% projectName %>, está agendado para começar em <%= startDate %>. Certifique-se de ter avaliado todo o necessário para o projeto. A página do projeto pode ser acessada clicando no link abaixo."
templates,projectStartingVolSub,Um projeto para o qual você está se voluntariando vai começar em breve...
templates,projectSuggestionApprovedSub,Projeto sugerido aprovado
templates,projectSuggestionReceivedBody,"Obrigado por sugerir um novo Projeto Voluntário! Seu projeto, <%= projectName %>, está aguardando revisão e aprovação. Você será notificado de sua situação em breve."
templates,projectSuggestionReceivedSub,Projeto sugerido recebido
templates,pwdResetBody,Recebemos uma solicitação para redefinir a sua senha. A senha temporária que você usará para login é:<br><%= tempPassword %><br><br><a href='<%= signinURL %>'>Entrar</a>
templates,pwdResetSub,<%= companyName %> Solicitação de redefinição de senha
templates,registerWaitlistedBody,Obrigado por coordenar o projeto voluntário: <%= pojectName %>.<br><br>Foi disponibilizado espaço em seu projeto devido a um cancelamento de um de seus participantes. Lembramos que você tem membros de equipe em uma lista de espera para o seu projeto. Visite o portal de voluntários novamente para adicionar colaboradores a partir da sua lista de espera. Eles receberão um e-mail de notificação informando que foram adicionados como voluntários para o projeto.
templates,registerWaitlistedSub,Inscreva voluntários da lista de espera - <%= projectName %>
templates,requestAwardedBody,"É com satisfação que informamos que a solicitação abaixo, <%= requestName %>, foi aprovada para o valor de <%= awardAmount %>. Acesse o nosso portal para visualizar sua concessão e preencher os documentos necessários."
templates,requestDeclinedBody,"Lamentamos informar-lhe que, neste momento, não temos condições de financiar a sua solicitação, <%= requestName %> para o programa de subvenção <%= programName %>. Fique à vontade para contatar-nos com quaisquer perguntas. Agradecemos seu apoio da sua comunidade local."
templates,requestDueBody,"Esta e-mail é para avisá-lo que o prazo de envio para o <%= programName %> está quase terminando. Certifique-se preencher seu pedido até <%= requestDueDate %>. Se você não concluir seu pedido em tempo, seu pedido será marcado como incompleto e não será considerado para uma subvenção."
templates,requestDueSub,Prazo de solicitação do <%= programName%> quase terminando
templates,requestIncompleteBody,"Sua solicitação, <%= requestName %>, não foi preenchida e enviada até o prazo final de solicitação em <%= requestDeadline %> para o para o programa de subvenção <%= programName %> e, portanto, foi fechada e marcada como incompleta. Considere reinscrever-se durante o nosso próximo ciclo para este programa. Fique à vontade para contatar-nos a qualquer hora se tiver perguntas."
templates,requestReopenedBody,"Sua solicitação, <%= requestName %>, foi reaberta porque são necessárias informações adicionais. Avalie essas necessidades abaixo:<br><br><%= comments %><br><br>Clique no link abaixo para exibir esta solicitação no portal.<br><a href='<%= requestURL[recipient.rel] %>'><%= requestURL[recipient.rel] %></a>"
templates,requestToJoinBody,<%= requester %> solicitou ser admitido no grupo <%= groupName %>.
templates,requestToJoinSub,Solicitação para participar do <%= groupName %>
templates,reviewAssignedBody,"Você foi designado para avaliar o seguinte pedido para o programa de subvenção <%= programName %>:<br><br><strong>Nome:</strong> <%= requestName %><br><strong>Pedido(s)</strong> <%= applicants.join(', ') %><br><br>Clique no link abaixo e faça login no portal para exibir todos os pedidos encaminhados para serem avaliados por você.<br><a href='<%= portalURL[recipient.rel] %>'><%= portalURL[recipient.rel] %></a>"
templates,reviewAssignedSub,Avaliação atribuída
templates,reviewsDueBody,"Você tem solicitações designadas para sua avaliação que ainda estão incompletas. Por favor, preencha essas avaliações o mais rapidamente possível para que possamos tomar uma decisão informada sobre essas solicitações de financiamento."
templates,reviewsDueSub,Solicitações atribuídas para sua avaliação
templates,sincerely,"Atenciosamente,"
templates,submittedRequestBody,Obrigado por enviar uma solicitação para a <%= companyName %> para a subvenção <%= programName %>. Vamos avaliar sua solicitação e notificá-lo sobre a situação. Fique à vontade para contatar-nos a qualquer hora se tiver perguntas.
templates,suggestedOrgBody,"Obrigado por sugerir o acréscimo da <%= orgName %> ao banco de dados do DonateWell. Enviamos uma mensagem para <%= orgName %>, <%= orgEmail %> com alguns passos a serem seguidos pela organização para iniciar o processo de ser adicionado ao banco de dados. Depois de adicionados, eles poderão receber doações."
templates,suggestedOrgSub,Sugestão de organização confirmada
templates,thankYou,"Obrigado,"
templates,thankYouMakingADifference,Obrigado por fazer a diferença em nossa comunidade!
templates,toNextApproverBody,"<%= previousApprover %> aprovou a solicitação, <%= requestName %> e você é a próxima pessoa na caminho da aprovação. Faça login no portal e avalie esta solicitação assim que for possível."
templates,toNextApproverSub,Solicitação pronta para sua avaliação
templates,toPreviousApproverBody,"<%= previousApprover %> devolveu a solicitação, <%= requestName %> para você para avaliação adicional. Faça login no portal para ver todos os comentários e avaliar esta solicitação assim que for possível."
templates,toPreviousApproverSub,Solicitação devolvido a você
templates,verifyBody,Obrigado por se inscrever. Clique no link abaixo ou cole o link na barra de endereços para confirmar seu e-mail.<br><br><a href='<%= verifyURL %>'><%= verifyURL %></a>
templates,verifySub,Bem-vindo à <%= companyName %>
templates,volGrantAcceptedBody,"Obrigado por enviar um pedido de subvenção da diretoria em nome da <%= orgName %> no valor de $<%= amountRequested %>. Infelizmente, nós recusamos seu pedido de subvenção de diretoria. Se tiver quaisquer outras dúvidas, fique à vontade para contatar-nos. Obrigado por seu valioso tempo servindo à nossa comunidade!"
templates,volGrantAcceptedSub,Subvenção de diretoria recusada
templates,volunteer,Voluntário:
templates,volunteerProject,Projeto voluntário:
templates,waitlistedBody,"Obrigado por se inscrever para participar do <%= projectName %>. Infelizmente, já não resta espaço disponível. No entanto, você foi colocado em uma lista de espera. Em caso de abertura de uma vaga, você será adicionado ao projeto pelo líder do projeto. Você receberá um e-mail se estiver confirmado como participante. Obrigado por ajudar a fazer a diferença em sua comunidade local."
templates,waitlistedSub,Adicionado à lista de espera do <%= projectName %>
templates,waitlistRegisteredBody,Uma vaga foi disponibilizada no projeto voluntário <%= projectName %> e você foi escolhido da lista de espera! Consulte abaixo os detalhes do projeto e visite o Site Voluntários para obter mais informações sobre o seu projeto voluntário!
templates,waitlistRegisteredSub,Inscrição para o <%= projectName %>
templates,welcomeApplicantBody,"Uma nova conta foi criada para você no portal de pedidos de subvenção da <%= companyName %>. Para iniciar a sessão, clique no link abaixo e faça logon usando seu endereço de e-mail.<br><br><a href='<%= signinURL %>'><%= signinURL %></a><br><br>Sua senha temporária é: <%= tempPassword %>"
templates,welcomeReviewerBody,Foi criada uma conta para você avaliar pedidos de subvenção.
templates,yourRequestTo,Sua solicitação para <%= companyName %>
tooltip,editPickListOptions,Editar opções de lista de escolha
tooltip,noPhysicalLocation,"Ao marcar esta caixa, você declara que o projeto não tem uma localização física."
tooltip,postProjectSurvey,Marque esta caixa para participar de uma pesquisa sobre a sua experiência de voluntariado.
tooltip,showAllVirtual,Mostrar todos os projetos virtuais
volunteer,addCause,Adicionar Causa
volunteer,addCoordinator,Adicionar Coordenador
volunteer,addSkill,Adicionar Competência
volunteer,ageRestricted,Restrição de Idade
volunteer,altAmountForEach,Favor confirmar seu subsídio de
volunteer,amountForEach,Insira a quantia que gostaria de subsidiar:
volunteer,areYouSureCancel,Tem certeza de que deseja cancelar seu registro em
volunteer,areYouSureSignUp,Tem certeza de que deseja se registrar em
volunteer,assignment,Atribuição
volunteer,assignments,Atribuições
volunteer,attachWaiver,Anexe um formulário de renúncia ou autorização
volunteer,attributes,Atributos
volunteer,availableGrantAmount,Quantia Total de Subsídio Disponível
volunteer,birthdate,Data de Nascimento
volunteer,cancelProject,Cancelar Projeto
volunteer,cancelProjectRegistration,Cancelar Registro do Projeto
volunteer,cause,Causa
volunteer,causes,Causas
volunteer,checkBoxes,Marque as Caixas
volunteer,creatNewEntry,Criar Nova Entrada
volunteer,coordinatorName,Nome do Coordenador
volunteer,coordinators,Coordenadores
volunteer,createdAt,Criado Em
volunteer,createProject,Criar Projeto
volunteer,dateHoursVolunteered,Data e Horas como Voluntário
volunteer,defaultAssignment,Atribuição Padrão
volunteer,denotesRequiredResponses,denota respostas obrigatórias.
volunteer,description,Descrição
volunteer,dontWorry,"""Não se preocupe, estamos trabalhando nisso. Confira novamente em breve."""
volunteer,editHoursVolunteered,Editar Horas
volunteer,editHoursVolunteeredDesc,"""Por favor, insira suas novas horas de"""
volunteer,email,E-mail
volunteer,eligibleNonprofits,Suas Organizações Elegíveis
volunteer,endDateAndTime,Data e Hora Finais
volunteer,eventInformation,Informações do Evento
volunteer,featuredProjects,Projetos em Destaque
volunteer,filter,Filtros
volunteer,firstName,Primeiro Nome
volunteer,fullProjectDesctiption,Descrição Completa do Projeto
volunteer,groupCreate,Criar Grupo
volunteer,groupDescription,Descrição do Grupo
volunteer,groupName,Nome do Grupo
volunteer,groupNewGroup,Novo Grupo
volunteer,groupNewGroupDialog,Salvar lista de participantes como novo grupo
volunteer,groupSaveGroup,Salvar como Grupo
volunteer,guest,Convidado
volunteer,invited,Convidado
volunteer,invitedNotInvited,Não Convidado
volunteer,inviteSend,Enviar Convites
volunteer,inviteVolunteers,Convidar Voluntários
volunteer,inviteUninvite,Cancelar Convite
volunteer,joinWaitlist,Ingressar na Lista de Espera
volunteer,help,Ajude!
volunteer,hoursVolunteered,Horas como Voluntário
volunteer,lastName,Sobrenome
volunteer,learnMore,Saiba Mais
volunteer,leaveAll,Deixar Todos
volunteer,leaveAssignment,Deixar Atribuição
volunteer,leaveWaitlist,Deixar Lista de Espera
volunteer,loadingRegistrationInformation,Carregando Informações de Registro...
volunteer,logPersonalHours,Registrar Horas Pessoais
volunteer,logHours,Registrar Horas
volunteer,maxParticipants,Máx. de Participantes
volunteer,messagePlaceholder,Era uma vez...
volunteer,messageVolunteers,Enviar Mensagem aos Voluntários
volunteer,minAge,Idade Mínima de
volunteer,more,Mais
volunteer,myGivingHistory,Meu Histórico de Doações
volunteer,myVolunteerism,Meu Voluntarismo
volunteer,myVolunteering,Meu Voluntariado
volunteer,nameOfProject,Nome do projeto voluntário
volunteer,newProjectMessage,Nova Mensagem do Projeto
volunteer,newQuestion,Nova Pergunta
volunteer,noAgeRestriction,Sem Restrição de Idade
volunteer,noFamOrFriends,Não Permitir Amigos e Familiares
volunteer,noFeaturedProjects,Nenhum Projeto em Destaque Ainda
volunteer,noFeaturedProjectsDesc,"""Não se preocupe, estamos trabalhando nisso.  Confira novamente em breve!"""
volunteer,noMaxVolunteers,Sem Máx. de Voluntários
volunteer,noQuestionnaireResponse,Este usuário não enviou respostas para o questionário
volunteer,nonprofit,Organização
volunteer,nonprofitFocus,Foco da Organização
volunteer,nonprofitSelection,Seleção de Organização
volunteer,noProjectHours,Nenhuma Hora de Projeto Encontrada
volunteer,noRegister,Não requer registro
volunteer,ongoingProject,Contínuo
volunteer,openings,Vagas
volunteer,options,Opções
volunteer,optionalSurvey,Preencher uma pesquisa opcional?
volunteer,otherSettings,Outras Configurações
volunteer,partners,Parceiros
volunteer,postYourComment,Publique Seu Comentário
volunteer,pickList,Lista de Escolhas
volunteer,pickListWithText,Lista de Escolhas com Texto
volunteer,pleaseFillOutQuestionnaire,"""Por favor, preencha este questionário para concluir o processo de registro."""
volunteer,privacy,Privacidade
volunteer,privacyInviteOnly,Só Para Convidados
volunteer,privacyPrivate,Privado
volunteer,privacyPublic,Público
volunteer,program,Programa
volunteer,project,Projeto
volunteer,projects,Projetos
volunteer,projectName,Nome do Projeto
volunteer,projectImage,Imagem do Projeto
volunteer,projectInfo,Info. do Projeto
volunteer,projectDateAndLocation,Data e Local do Projeto
volunteer,projectDescription,Descrição do Projeto
volunteer,projectIsOngoing,O Projeto é Contínuo
volunteer,projectsNearMe,Projetos Perto de Mim
volunteer,questionnaire,Questionário
volunteer,questionText,Texto da Pergunta
volunteer,questionType,Tipo de Pergunta
volunteer,recommendedDimensions,Dimensões recomendadas: 800 px x 600 px
volunteer,rejectInvitation,Recusar Convite
volunteer,registered,Registrado
volunteer,registrations,Registros
volunteer,responses,Respostas
volunteer,resultsFound,Resultados Encontrados
volunteer,registeredBy,Registrado por
volunteer,selectAdditionalCoordinator,Selecionar Coordenador Adicional
volunteer,selectAssignmentToLeave,Selecione a(s) Atribuição(ões) que deseja deixar
volunteer,selectNewCause,Selecionar Nova Causa
volunteer,selectNewSkill,Selecionar Nova Competência
volunteer,selectProgram,Selecionar Programa
volunteer,signedUp,Registrado
volunteer,signUpFor,Registrar-me Em
volunteer,signUpDeadline,Prazo de Registro
volunteer,signUpQuestion,Pergunta de Registro
volunteer,skills,Competências
volunteer,shirtSize,Tamanho da Camisa
volunteer,selectAVolunteerProgram,Selecione Um Programa Voluntário
volunteer,selectYourAssignment,Selecione sua atribuição
volunteer,sponsorOrganization,Organização Patrocinadora/Parceira
volunteer,startDateAndTime,Data e Hora Iniciais
volunteer,submit,Enviar
volunteer,survey,Pesquisa
volunteer,surveyQuestion,Pergunta da Pesquisa
volunteer,tellUsAboutYourExperience,Conte-nos sobre sua experiência como voluntário(a).
volunteer,thankYouForVolunteering,Obrigado por se voluntariar junto à
volunteer,thisAssignmentIsFull,Esta atribuição está lotada. Você será adicionado à lista de espera.
volunteer,thisProjectWaiver,"""Este projeto exige renúncia. Por favor, baixe-a."""
volunteer,thereAreNoPrograms,"""No momento, não há nenhum Projeto associado a este Programa. Você tem uma ideia de Projeto? Clique em 'Novo Projeto' e compartilhe-a conosco."""
volunteer,unlimited,Ilimitado
volunteer,upload,Carregar
volunteer,volunteerGrants,Subsídios aos Voluntários
volunteer,volunteerNowTooltip,Voluntariar-me Agora
volunteer,volunteerProgram,Programa Voluntário
volunteer,waitlist,Lista de Espera
volunteer,waitlisted,Na Lista de Espera
volunteer,whatVolunteersDo,"""O que o voluntário fará, quem será atendido, etc.?"""
volunteer,willBeInvited,(será convidado para
volunteer,withinRadius,dentro de 25 milhas de
volunteer,youAreNotSignedUp,Você não se registrou neste projeto
volunteer,youHaveBeenInvited,"""Você foi convidado para participar neste projeto. Por favor, responda ao convite abaixo."""
volunteer,addHours,adicionar horas
volunteer,addVolunteers,Adicionar Voluntários
volunteer,admin,Admin.
volunteer,allAssignments,Todas as Atribuições
volunteer,approved,Aprovado(s)
volunteer,autoRegister,Autorregistrar Convites
volunteer,boardGrants,Concessões do Conselho
volunteer,check_boxes,Caixas de Marcação
volunteer,declined,Recusado(s)
volunteer,disableWaitlist,Desativar Lista de Espera
volunteer,disabled,Desativada
volunteer,documentUpload,Carregar Documento
volunteer,duplicate,Registro Duplicado: você já possui um registro de participação no conselho desta organização e ano
volunteer,editDelete,Editar/Excluir
volunteer,editProject,Editar Projeto
volunteer,eligibleToApply,Elegível para Candidatura
volunteer,endDate,A data final não pode ser anterior ao ano atual
volunteer,everyHour,Cada hora conta!
volunteer,file,Arquivo
volunteer,findAProject,Encontre um projeto
volunteer,fullProjectDescription,Descrição Completa do Projeto
volunteer,grantMax,Concessão Máxima Realizada para o Programa
volunteer,inactiveBoard,Cargo Inativo no Conselho
volunteer,information,Informações
volunteer,invite,Convidar
volunteer,invited,Convidado(a)
volunteer,hoursTracking,Registro de Horas
volunteer,learnAbout,Saiba mais e registre-se para oportunidades de voluntariado em sua região!
volunteer,leaveAssignmentTooltip,Cancelar o registro neste projeto
volunteer,loadingData,Carregando ...
volunteer,logPersonalHoursTooltip,"Ao selecionar 'Outro/Sem Projeto', suas horas NÃO serão atribuídas a um projeto corporativo, sendo, em vez disso, registradas como horas pessoais."
volunteer,logHoursTooltip,Registrar horas voluntariadas neste projeto
volunteer,manageVols,Gerenciar Voluntários
volunteer,logMyVolHours, Registrar Minhas Horas Voluntariadas
volunteer,massLogHours,Registro de Horas em Massa
volunteer,maxVolunteers,Voluntariado Máximo
volunteer,moreHours,Mais Horas Necessárias
volunteer,moreGrants,Mais Concessões Disponíveis
volunteer,myProjects,Meus Projetos
volunteer,noAssignments,Nenhuma Atribuição
volunteer,noBoard,Não Existem Registros de Participação no Conselho
volunteer,noCoordProjects,No momento você não está coordenando nenhum projeto.
volunteer,noMax,Sem Máx.
volunteer,noneAvailable,Nenhum Disponível
volunteer,noOpenBoard,No momento não há programas ativos de concessão do conselho.
volunteer,noHoursLogged,Nenhuma Hora de Voluntariado Registrada
volunteer,noHours,nenhuma hora registrada para este projeto
volunteer,noproject,Sem Projetos
volunteer,noProject,Nenhum Projeto
volunteer,participantsSelected,participantes selecionados
volunteer,postProject,Publicar Projeto
volunteer,pick_list,Lista de Seleção
volunteer,pick_list_with_text,Lista de Seleção Com Texto
volunteer,processing,Processando candidatura ...
volunteer,projectComplete,Projeto Concluído
volunteer,projectDetails,Detalhes do Projeto
volunteer,projectHours,Horas do Projeto
volunteer,projectsICoordinate,Coordenação de Projetos I
volunteer,registrationOpen,Registro Aberto
volunteer,registrationClosed,Registro Encerrado
volunteer,roster,Rol
volunteer,searchByKeyword,Pesquisar por Palavra-Chave
volunteer,selectAssignmentForHours,Selecionar Atribuição Para Registro de Horas
volunteer,selectProject,Selecionar Projeto
volunteer,sign_up,Registrar
volunteer,sign_up_question,Pergunta de Registro
volunteer,shareStory,Compartilhe Sua História
volunteer,signedWaiver,Clique no botão abaixo para enviar sua renúncia assinada.
volunteer,startDate,A data de início não pode ser anterior ao ano atual
volunteer,suggestAProject,Sugerir um Projeto
volunteer,suggestAProjectTooltip,Sugira um novo Projeto de Voluntariado para este Programa
volunteer,suggested,Sugerido
volunteer,teamGrants,Concessões de Equipe
volunteer,text,Texto
volunteer,thereAreNoPrograms,No momento não há nenhum Projeto associado a este Programa. Você tem uma ideia de Projeto? Clique em ‰ÛÏSugerir Projeto‰Û para compartilhá-la conosco.
volunteer,totalFunds,Fundos Totais Contribuídos
volunteer,totalPageHours,Total Por Página
volunteer,totalVolHours,Horas Totais de Voluntariado
volunteer,trackTime,Acompanhe seu tempo investido em atividades de voluntariado!
volunteer,viewMyVolHours,Ver Minhas Horas de Voluntariado
volunteer,volunteerHoursDate,Horas e Datas de Voluntariado
volunteer,volunteerHistory,Histórico de Voluntariado
volunteer,waiver,Renúncia
volunteer,whatVolunteersDo,"O que os voluntários farão, quem será atendido, etc.?"
volunteer,yourApplication,Sua candidatura foi enviada
volunteer,addTooltip,Selecionar pessoas para adicionar ao projeto. Isso ignora convites e inscreve automaticamente esses participantes para o projeto.
volunteer,autoRegister,Inscrever convidados automaticamente
volunteer,availableHours,Horas disponíveis
volunteer,boardAlreadyRequested,Subvenção solicitada para esta Organização
volunteer,boardDatePassed,Não aplicável
volunteer,boardError,Houve um erro ao criar seu registro de Participação na Diretoria.
volunteer,boardGrantRecordCreated,Registro de Subvenção da Diretoria criado com sucesso.
volunteer,boardGrantRecordCreating,Criando seu registro de Subvenção da Diretoria...
volunteer,boardHoursNeeded1,"Você não atende a quantidade exigida de horas necessárias para solicitar uma Subvenção de Diretoria. Para apresentar uma Subvenção de Diretoria, você precisa voluntariar"
volunteer,boardHoursNeeded2,mais tempo com a organização acima.
volunteer,boardRequest,Solicitar uma Subvenção de Diretoria
volunteer,cancelProjectHelper,"Depois de cancelado, um projeto não pode ser reativado."
volunteer,cancelProjectText,cancelar este projeto
volunteer,endDateInfo,Salvar agora mudará o horário de término da atribuição para o horário de término do novo projeto
volunteer,endDateWarning,Aviso: Uma ou mais de uma das datas finais de sua atribuição é posterior a esta data.
volunteer,enterGrantAmount,Digite o valor que você gostaria de solicitar
volunteer,eventName,Nome do evento
volunteer,grantAmountMax,Valor / Máx. da Subvenção
volunteer,grantRequest,Solicitar uma Subvenção Voluntária
volunteer,inviteTooltip,Selecione pessoas para convidar via e-mail para o projeto.
volunteer,leaveProject,Sair do projeto
volunteer,loadingPrograms,Carregando programas disponíveis
volunteer,logPersonalHoursTooltip,"Ao selecionar “Outro/Nenhum Projeto”, suas horas NÃO serão designadas para um projeto corporativo, sendo em vez disso registradas como horas pessoais."
volunteer,maxAmount,Valor máx. disponível
volunteer,mayNotEdit,Não pode editar
volunteer,mayNotEditInfo,Você não pode editar horas porque uma subvenção voluntária foi enviada
volunteer,meetsAgeReq,Todos os convidados selecionados atendem os requisitos de idade
volunteer,moreVols,Mais Voluntário(s) Necessário(s)
volunteer,myVolunteeringHistory,Meu histórico de voluntariado
volunteer,noActiveBoard,Não há programas de subvenção de diretoria ativos neste momento.
volunteer,noBoard,Não existem registros de Participação da Diretoria.
volunteer,noBoardPrograms,Não há programas de Subvenção de Diretoria ativos neste momento. Tente inscrever-se novamente mais tarde.
volunteer,noGuests,"Você não tem convidados, ou todos os seus convidados receberam convites. Adicione um novo convidado clicando em “Adicionar” acima."
volunteer,noHours,Não foram registradas horas voluntárias para este projeto.
volunteer,noHoursLogged,Não existem registros de horas voluntárias.
volunteer,noIndividual,Não existem registros de subvenção voluntária.
volunteer,noMatchGroup,Grupo de correspondência de subvenção de equipe não configurado corretamente
volunteer,noProjectsRegistered,Você não está inscrito para nenhum projeto
volunteer,noOneInvited,Ninguém foi convidado ainda. Use as guias acima para encontrar pessoas para convidar.
volunteer,noOpenAssignments,Não existem atribuições abertas para este projeto.
volunteer,noProjectOther,Nenhum Projeto/Outro
volunteer,notAMember,Você não é integrante de nenhum grupo ou todos os seus grupos já foram convidados.
volunteer,noTeamGrants,Não existem registros de subvenção de equipe.
volunteer,notEnoughOpenings0,Sem vagas suficientes
volunteer,notEnoughOpenings1,Você selecionou
volunteer,notEnoughOpenings2,"pessoas, no entanto, existem apenas"
volunteer,notEnoughOpenings3,"espaços disponíveis. Por favor, modifique suas seleções."
volunteer,notEnoughParticipants,Sua equipe não tem participantes suficientes
volunteer,noVolunteers,Sem voluntários
volunteer,participateSurvey,Participe de uma pesquisa sobre a sua experiência de voluntariado
volunteer,projectCancelled,Seu projeto foi cancelado.
volunteer,recommendedDimensions,Dimensões recomendadas: 800px x 600px
volunteer,skill,habilidade
volunteer,startDateInfo,Salvar agora mudará o horário de início da atribuição para o horário de início do novo projeto
volunteer,startDateWarning,Aviso: Uma ou mais de uma de suas datas de atribuição é anterior a esta data.
volunteer,startEndWarning,Pare! A data final não pode ser anterior ou igual à data de início.
volunteer,teamApply,Requerer subvenção de equipe
volunteer,teamApplyButton,Este projeto é elegível para uma subvenção de equipe. Clique para Requerer!
volunteer,teamGrantRequestLang1,"Com base nas horas voluntárias apresentadas, sua equipe é elegível para solicitar uma"
volunteer,teamGrantRequestLang2,"Subvenção de Equipe. Por favor, marque uma seleção abaixo."
volunteer,teamProj,Projeto voluntário de equipe
volunteer,teamProjInstruct,"Em caso de voluntários trabalhando em equipe para este projeto com o objetivo de conseguir uma subvenção de equipe voluntária para a organização associada, marque a caixa de seleção a seguir."
volunteer,teamRequest,Solicitar uma subvenção de equipe
volunteer,volGrantRecordCreated,Registro de subvenção de voluntário criado com sucesso.
volunteer,volGrantRecordCreating,Criando seu registro de subvenção de voluntário...
volunteer,volGrantRequestLang1,"Com base nas horas voluntárias apresentadas, você é elegível para solicitar uma"
volunteer,volGrantRequestLang2,"Subvenção. Por favor, marque uma seleção abaixo."
volunteer,volHoursDeleted,Horas voluntárias excluídas com êxito.
