area,key,zh-CN
volunteer,myVolunteering,我的志愿行动
volunteer,myVolunteeringHistory,我的志愿活动历史
volunteer,myVolunteerism,我的志愿服务
volunteer,nameOfProject,志愿者项目的名称
volunteer,newProjectMessage,新项目消息
volunteer,newQuestion,新问题
volunteer,noActiveBoard,目前没有可用的董事会资助计划。
volunteer,noAgeRestriction,无年龄限制
volunteer,noAssignments,我的任务
volunteer,noBoard,无董事会参加记录。
volunteer,noBoard,没有任何董事会参与记录存在
volunteer,noBoardPrograms,目前没有可用的董事会资助计划。请稍后再尝试申请。
volunteer,noCoordProjects,您目前未在协调任何项目。
volunteer,noFamOrFriends,不允许朋友和家人
volunteer,noFeaturedProjects,尚无特色项目
volunteer,noFeaturedProjectsDesc,别担心，我们正在处理它。请稍后联系！
volunteer,noGuests,您没有客人，或者您的所有客人都已被邀请。通过点击上方的“添加”来添加新客人。
volunteer,noHours,没有为本项目记录的时数
volunteer,noHours,这个项目的志愿者时间尚未记录。
volunteer,noHoursLogged,无志愿者时间记录。
volunteer,noHoursLogged,没有志愿者时数记录
volunteer,noIndividual,无志愿者资助记录。
volunteer,noMatchGroup,团队资助匹配团体未正确设置
volunteer,noMax,没有最大
volunteer,noMaxVolunteers,没有最大志愿者数量
volunteer,noneAvailable,无可用项目
volunteer,nonprofit,机构
volunteer,nonprofitFocus,机构重心
volunteer,nonprofitSelection,机构选择
volunteer,noOneInvited,任何人都尚未收到邀请。使用上方的选项卡来找到邀请对象。
volunteer,noOpenAssignments,该项目没有空缺任务。
volunteer,noOpenBoard,目前没有激活的董事会资金计划。
volunteer,noproject,没有项目
volunteer,noProjectHours,没找到项目小时数
volunteer,noProjectOther,无项目/其他
volunteer,noProjectsRegistered,您尚未注册任何项目
volunteer,noQuestionnaireResponse,该用户未提交对问卷调查的回应
volunteer,noRegister,无需注册
volunteer,notAMember,您不是任何团体的成员，或者您的所有团体都已获得邀请。
volunteer,noTeamGrants,无团队资助记录。
volunteer,notEnoughOpenings0,没有足够的空缺
volunteer,notEnoughOpenings1,您已经选择了
volunteer,notEnoughOpenings2,人，但是，仅有
volunteer,notEnoughOpenings3,可用位置。请修改您的选择。
volunteer,notEnoughParticipants,您的团队没有足够的参与者
volunteer,noVolunteers,无志愿者
volunteer,ongoingProject,正在进行的
volunteer,openings,空缺
volunteer,optionalSurvey,要填写可选调查吗？
volunteer,options,选项
volunteer,otherSettings,其它设置
volunteer,participantsSelected,参与者已选
volunteer,participateSurvey,参与有关您的志愿者经验的调查
volunteer,partners,合作伙伴
volunteer,pick_list_with_text,配有文本的选择列表
volunteer,pick_list,选择列表
volunteer,pickList,选择列表
volunteer,pickListWithText,带文本的选择列表
volunteer,pleaseFillOutQuestionnaire,请填写该问卷，以完成注册过程。
volunteer,postProject,项目后
volunteer,postYourComment,发表评论
volunteer,privacy,隐私
volunteer,privacyInviteOnly,仅限邀请
volunteer,privacyPrivate,私人
volunteer,privacyPublic,公共
volunteer,processing,处理申请中……
volunteer,program,计划
volunteer,project,项目
volunteer,projectCancelled,您的项目已被取消。
volunteer,projectComplete,项目完成
volunteer,projectDateAndLocation,项目日期和地点
volunteer,projectDescription,项目描述
volunteer,projectDetails,项目细节
volunteer,projectHours,项目时数
volunteer,projectImage,工程图像
volunteer,projectInfo,项目信息
volunteer,projectIsOngoing,项目正在进行中
volunteer,projectName,项目名称
volunteer,projects,项目
volunteer,projectsICoordinate,我协调的项目
volunteer,projectsNearMe,我附近的项目
volunteer,questionnaire,问卷调查
volunteer,questionText,问题文本
volunteer,questionType,问题类型
volunteer,recommendedDimensions,建议尺寸：800像素x600像素
volunteer,recommendedDimensions,推荐规格：800px x 600px
volunteer,registered,已注册
volunteer,registeredBy,注册人
volunteer,registrationClosed,注册关闭
volunteer,registrationOpen,注册开放
volunteer,registrations,注册
volunteer,rejectInvitation,拒绝邀请
volunteer,responses,回应
volunteer,resultsFound,找到的结果
volunteer,roster,花名册
volunteer,searchByKeyword,按关键词搜索
volunteer,selectAdditionalCoordinator,选择其他协调员
volunteer,selectAssignmentForHours,选择任务以记录时数
volunteer,selectAssignmentToLeave,选择您想退出的任务
volunteer,selectAVolunteerProgram,选择志愿者计划
volunteer,selectNewCause,选择新事业
volunteer,selectNewSkill,选择新技能
volunteer,selectProgram,选择计划
volunteer,selectProject,选择项目
volunteer,selectYourAssignment,选择您的任务
volunteer,shareStory,分享您的故事
volunteer,shirtSize,衬衫尺码
volunteer,sign_up_question,注册问题
volunteer,sign_up,注册
volunteer,signedUp,注册
volunteer,signedWaiver,点击下列按钮，提交您签署的弃权声明。
volunteer,signUpDeadline,注册截止日期
volunteer,signUpFor,注册
volunteer,signUpQuestion,注册问题
volunteer,skill,技能
volunteer,skills,技能
volunteer,sponsorOrganization,赞助人/伙伴合作机构
volunteer,startDate,开始日期不得置于此当前年份之前。
volunteer,startDateAndTime,开始日期和时间
volunteer,startDateInfo,立刻保存将更改新项目的任务起始时间
volunteer,startDateWarning,警告：您有一个或多个任务日期早于此日期。
volunteer,startEndWarning,停止！结束日期不能早于或等于这个起始日期。
volunteer,submit,提交
volunteer,suggestAProject,推荐项目
volunteer,suggestAProjectTooltip,为本计划推荐新的志愿者项目
volunteer,suggested,已建议
volunteer,survey,调查
volunteer,surveyQuestion,调查问题
volunteer,teamApply,申请团队资助
volunteer,teamApplyButton,这个项目符合团队资助条件。点击申请！
volunteer,teamGrantRequestLang1,根据提交的志愿者时间，您的团队可以申请
volunteer,teamGrantRequestLang2,团队资助。请在下方选择。
volunteer,teamGrants,团队资金
volunteer,teamProj,团队志愿者项目
volunteer,teamProjInstruct,如果志愿者将以团队形式参与该项目，并且目标是为相关机构获得团队志愿者资助，请勾选以下复选框。
volunteer,teamRequest,申请团队资助
volunteer,tellUsAboutYourExperience,告诉我们您的志愿服务经历。
volunteer,text,文本
volunteer,thankYouForVolunteering,感谢您为…担任志愿者
volunteer,thereAreNoPrograms,"目前没有项目与本计划相关。您对项目有无想法？点击 ""Suggest Project""，与我们分享。"
volunteer,thereAreNoPrograms,目前没有任何与该计划相关的项目。您有关于项目的想法吗？点击“新项目”来与我们分享。
volunteer,thereAreNoPrograms,目前没有项目与本计划相关。您对项目有无想法？点击 "Suggest Project"，与我们分享。
volunteer,thisAssignmentIsFull,该任务的人数已满。您将被添加到候补名单。
volunteer,thisProjectWaiver,该项目需要弃权书。请下载它
volunteer,totalFunds,捐赠的总资金
volunteer,totalPageHours,每页总数
volunteer,totalVolHours,志愿者总时数
volunteer,trackTime,跟踪您耗费于志愿者活动的时间！
volunteer,unlimited,无限
volunteer,upload,上传
volunteer,viewMyVolHours,查看我们的志愿者时数
volunteer,volGrantRecordCreated,志愿者资助记录已成功创建。
volunteer,volGrantRecordCreating,正在创建您的志愿者资助记录…
volunteer,volGrantRequestLang1,根据提交的志愿者时间，您可以申请
volunteer,volGrantRequestLang2,资助。请在下方选择。
volunteer,volHoursDeleted,志愿者时间已成功删除。
volunteer,volunteerGrants,志愿者补助
volunteer,volunteerHistory,志愿者历史
volunteer,volunteerHoursDate,志愿者时数与日期
volunteer,volunteerNowTooltip,立即担任志愿者
volunteer,volunteerProgram,志愿者计划
volunteer,waitlist,候补名单
volunteer,waitlisted,已加入候补名单
volunteer,waiver,弃权声明
volunteer,welcomeApplicantBody,已经在<%= companyName %>资助申请门户网站中为您创建了一个新账户。若要登录，请访问以下链接并使用您的电子邮件地址登录。<br><br><a href='<%= signinURL %>'><%= signinURL %></a><br><br>您的临时密码是：<%= tempPassword %>
volunteer,welcomeReviewerBody,已为您创建一个账户，供您审核资助申请。
volunteer,whatVolunteersDo,志愿者将会做什么？将会为谁提供服务等？
volunteer,whatVolunteersDo,志愿者将做什么，将为谁服务等？
volunteer,willBeInvited,（将被邀请
volunteer,withinRadius,在25英里内
volunteer,youAreNotSignedUp,您尚未注册该项目
volunteer,youHaveBeenInvited,您已被邀请参与该项目。请在下面对该邀请作出回应
volunteer,yourApplication,您的申请已提交
volunteer,yourRequestTo,您的<%= companyName %>申请
